grid_id,slope_deg,proximity_to_river_km,vegetation_index_0to1,night_illumination_0to1,past_incidents_2yrs,snow_cover_days,visibility_km,risk_band
955,13.0,1.74,0.08,0.32,0,153,0.3,High
956,21.9,6.24,0.22,0.12,2,90,4.4,High
957,17.4,4.39,0.37,0.13,0,169,2.0,Low
958,20.0,5.45,0.47,0.19,0,76,6.7,Low
959,6.3,4.79,0.1,0.39,2,145,3.0,Medium
960,11.9,0.36,0.08,0.23,0,142,2.8,Medium
961,24.1,7.92,0.09,0.42,0,130,6.3,Low
962,1.3,3.4,0.29,0.18,2,159,5.1,Medium
963,4.7,6.53,0.14,0.15,1,90,4.5,High
964,14.9,2.95,0.34,0.55,0,101,5.0,Low
965,12.8,5.7,0.51,0.02,2,81,1.6,High
966,25.7,7.03,0.38,0.37,1,120,4.8,Low
967,0.0,6.65,0.11,0.24,0,115,3.1,High
968,17.2,4.32,0.72,0.13,1,154,4.1,Low
969,31.7,2.98,0.18,0.14,1,135,4.4,Medium
970,21.3,0.23,0.27,0.3,2,147,1.5,High
971,2.7,0.29,0.59,0.77,1,112,4.6,Low
972,42.3,7.35,0.37,0.25,0,136,3.2,Low
973,12.5,1.53,0.72,0.17,2,192,1.3,Low
974,0.0,6.41,0.64,0.11,0,66,3.2,High
975,26.1,6.74,0.61,0.16,1,46,3.5,High
976,9.9,5.37,0.61,0.21,1,145,4.6,Low
977,36.7,5.17,0.39,0.16,0,86,0.3,High
978,25.2,0.5,0.65,0.47,0,64,4.2,Medium
979,39.3,0.05,0.25,0.23,0,141,2.6,Medium
980,7.5,2.02,0.37,0.22,0,79,5.0,Medium
981,30.8,8.96,0.27,0.28,0,181,3.5,Low
982,9.9,8.12,0.71,0.03,2,126,2.9,Medium
983,21.4,4.11,0.79,0.55,0,111,3.2,Low
984,19.7,7.88,0.2,0.46,0,87,4.1,Medium
985,31.9,1.2,0.56,0.04,1,128,5.1,Low
986,26.1,2.89,0.27,0.29,0,56,1.9,High
987,13.4,8.76,0.38,0.33,0,21,2.9,High
988,28.9,10.31,0.79,0.3,0,57,6.1,Low
989,17.1,6.31,0.19,0.21,0,165,2.8,Low
990,24.9,0.77,0.23,0.04,0,83,4.2,High
991,21.0,8.05,0.56,0.18,2,62,1.3,High
992,15.9,3.2,0.68,0.23,0,116,0.4,Medium
993,4.8,6.17,0.85,0.16,0,208,1.6,Low
994,20.0,4.3,0.19,0.18,0,163,2.3,Medium
995,11.2,7.02,0.77,0.2,1,87,5.4,Low
996,5.7,4.14,0.59,0.44,0,87,5.6,Low
997,26.3,12.19,0.26,0.2,0,88,0.3,High
998,11.7,6.9,0.23,0.09,0,83,2.5,High
999,0.0,0.23,0.38,0.45,3,141,4.8,High
1000,18.0,1.04,0.37,0.16,1,106,3.3,High
1001,16.5,1.0,0.38,0.53,2,75,6.2,Medium
1002,17.4,5.78,0.31,0.53,0,66,4.7,Medium
1003,17.4,6.89,0.2,0.39,0,212,3.0,Low
1004,7.9,3.84,0.2,0.25,1,149,3.2,Medium
1005,14.0,7.66,0.31,0.31,1,85,3.4,Medium
1006,28.4,5.05,0.4,0.18,1,168,2.0,Low
1007,26.5,8.85,0.43,0.37,0,73,5.2,Low
1008,14.5,1.1,0.32,0.14,0,114,4.8,Medium
1009,23.9,4.87,0.26,0.33,0,110,4.3,Low
1010,18.9,4.85,0.3,0.58,0,127,3.9,Low
1011,14.7,1.68,0.12,0.32,0,82,1.7,High
1012,30.5,0.19,0.41,0.28,2,125,4.4,Medium
1013,9.1,6.79,0.27,0.29,0,50,3.7,High
1014,21.1,4.69,0.12,0.16,0,104,7.1,Low
1015,1.4,5.18,0.67,0.28,0,173,1.2,Low
1016,21.6,8.09,0.44,0.22,1,161,2.2,Low
1017,11.4,3.88,0.49,0.08,1,92,0.6,High
1018,14.2,4.94,0.49,0.35,0,58,3.1,Medium
1019,15.1,5.06,0.75,0.59,1,32,0.4,High
1020,0.0,5.14,0.43,0.34,0,144,5.6,Low
1021,1.9,0.23,0.16,0.12,0,131,5.5,Medium
1022,26.3,3.94,0.47,0.11,1,135,3.2,Medium
1023,19.0,7.48,0.08,0.54,1,187,1.7,Low
1024,32.6,3.62,0.43,0.6,1,126,0.8,Medium
1025,4.3,2.58,0.22,0.37,0,129,2.2,Medium
1026,26.5,6.91,0.29,0.22,0,64,4.6,Medium
1027,22.6,4.04,0.4,0.03,0,184,2.1,Low
1028,29.6,2.11,0.55,0.15,0,113,6.9,Low
1029,16.9,1.42,0.22,0.34,0,87,6.2,Medium
1030,19.1,3.84,0.22,0.08,1,128,3.5,Medium
1031,9.2,2.02,0.65,0.19,0,200,2.7,Low
1032,15.3,6.7,0.45,0.16,2,205,2.5,Low
1033,13.1,1.72,0.33,0.24,1,81,6.4,Medium
1034,4.7,4.83,0.38,0.3,1,167,2.3,Low
1035,19.4,5.26,0.28,0.14,1,133,5.2,Low
1036,27.4,5.9,0.16,0.24,1,159,3.5,Low
1037,29.8,8.71,0.41,0.06,0,131,4.8,Low
1038,9.9,0.06,0.28,0.27,0,144,2.0,Medium
1039,17.6,5.82,0.69,0.32,1,172,2.9,Low
1040,16.7,5.87,0.22,0.43,0,50,3.5,High
1041,32.7,0.74,0.23,0.09,2,134,2.4,High
1042,35.9,4.78,0.14,0.12,1,73,5.7,High
1043,5.0,2.74,0.87,0.45,0,101,2.1,Low
1044,22.9,8.21,0.41,0.09,0,120,2.5,Medium
1045,23.3,2.29,0.25,0.43,0,79,5.9,Low
1046,16.0,3.35,0.22,0.15,0,96,5.6,Medium
1047,5.4,2.86,0.05,0.18,0,63,6.4,Medium
1048,25.1,1.49,0.64,0.16,0,96,0.3,High
1049,30.2,0.65,0.7,0.43,0,140,3.9,Low
1050,12.5,1.5,0.62,0.26,0,154,3.7,Low
1051,30.0,4.43,0.15,0.41,0,89,2.5,High
1052,18.0,4.85,0.26,0.31,0,173,4.1,Low
1053,32.2,6.44,0.19,0.06,0,143,2.9,Medium
1054,32.2,7.15,0.49,0.16,1,177,3.8,Low
1055,17.8,5.2,0.27,0.21,0,49,9.6,Low
1056,22.2,6.39,0.41,0.11,1,132,4.1,Medium
1057,11.0,5.57,0.25,0.32,3,144,4.1,Medium
1058,1.8,0.7,0.48,0.25,2,51,5.0,High
1059,20.5,5.14,0.41,0.16,0,216,3.8,Low
1060,3.3,4.04,0.22,0.17,0,94,1.5,High
1061,38.9,2.31,0.09,0.38,0,141,0.5,Medium
1062,29.4,4.04,0.76,0.4,0,157,3.4,Low
1063,16.5,5.07,0.72,0.27,0,124,3.0,Low
1064,44.7,3.39,0.35,0.5,0,175,0.3,Low
1065,11.7,6.98,0.36,0.13,0,199,6.4,Low
1066,14.1,5.02,0.25,0.56,1,75,3.7,Medium
1067,14.0,6.62,0.49,0.23,0,124,6.1,Low
1068,17.4,7.77,0.32,0.24,1,156,0.3,Medium
1069,14.9,2.81,0.49,0.39,1,54,6.1,Medium
1070,22.6,2.67,0.2,0.04,1,162,2.6,Medium
1071,8.0,7.47,0.19,0.31,1,188,5.8,Low
1072,19.3,1.69,0.31,0.35,1,171,3.9,Low
1073,12.6,3.71,0.46,0.27,0,137,4.3,Low
1074,18.6,2.54,0.76,0.05,1,181,4.3,Low
1075,7.2,1.03,0.53,0.36,0,134,2.7,Low
1076,9.4,5.49,0.51,0.12,1,67,2.3,High
1077,39.3,3.2,0.46,0.23,2,99,2.8,High
1078,8.8,1.22,0.32,0.1,1,109,0.9,High
1079,23.2,6.78,0.25,0.57,0,117,2.6,Medium
1080,12.6,0.03,0.35,0.21,0,116,2.2,High
1081,7.8,3.56,0.17,0.49,1,106,0.8,High
1082,18.6,6.67,0.53,0.37,1,128,4.3,Low
1083,9.3,6.75,0.53,0.15,0,180,3.5,Low
1084,23.2,5.28,0.15,0.52,0,128,3.9,Low
1085,16.8,1.36,0.12,0.16,0,145,4.8,Low
1086,31.4,4.48,0.42,0.13,0,32,3.1,High
1087,4.9,5.07,0.21,0.02,1,125,1.8,High
1088,20.8,2.67,0.22,0.51,0,163,4.0,Low
1089,21.7,5.13,0.32,0.01,1,169,0.3,Medium
1090,8.0,0.43,0.27,0.19,0,165,3.3,Medium
1091,11.4,1.26,0.08,0.45,1,132,4.9,Medium
1092,3.8,2.07,0.33,0.21,1,136,5.4,Low
1093,2.4,6.08,0.71,0.19,1,93,2.5,Medium
1094,16.8,6.58,0.48,0.11,0,153,0.3,Medium
1095,26.1,0.16,0.41,0.17,0,93,0.3,High
1096,16.7,8.4,0.46,0.29,0,147,4.6,Low
1097,17.1,4.27,0.7,0.08,1,121,2.9,Medium
1098,5.0,0.65,0.24,0.26,2,120,7.1,Medium
1099,0.0,4.91,0.67,0.15,2,160,1.0,High
1100,21.4,7.82,0.67,0.33,1,142,4.1,Low
1101,11.4,2.55,0.24,0.51,0,131,6.5,Low
1102,0.0,6.93,0.25,0.28,0,100,3.9,High
1103,12.6,8.33,0.34,0.36,1,184,0.6,Low
1104,20.5,4.12,0.65,0.18,1,133,8.5,Low
1105,22.0,1.76,0.46,0.41,1,149,6.3,Low
1106,20.0,7.51,0.32,0.07,1,123,3.1,Medium
1107,11.0,7.5,0.42,0.24,0,92,5.0,Low
1108,23.9,0.22,0.31,0.12,2,134,5.0,Medium
1109,17.8,3.69,0.64,0.26,1,96,4.7,Low
1110,9.2,6.16,0.57,0.16,2,137,1.0,Medium
1111,6.8,6.33,0.38,0.32,0,0,4.1,High
1112,20.0,3.13,0.19,0.36,0,103,6.1,Low
1113,26.7,1.12,0.76,0.16,1,119,4.4,Low
1114,23.9,8.71,0.53,0.15,1,81,4.2,Medium
1115,19.6,4.27,0.38,0.24,0,134,2.5,Medium
1116,24.3,3.46,0.34,0.07,0,103,1.9,High
1117,41.7,2.24,0.4,0.32,1,119,0.7,High
1118,20.9,3.4,0.52,0.13,1,97,4.9,Medium
1119,19.6,0.72,0.41,0.39,0,158,3.1,Low
1120,23.4,7.0,0.27,0.45,2,141,1.1,Medium
1121,25.5,3.19,0.07,0.11,0,131,5.3,Low
1122,4.6,2.3,0.29,0.17,1,122,2.4,High
1123,19.8,1.05,0.78,0.18,1,221,2.0,Low
1124,28.0,6.87,0.3,0.28,1,113,2.6,Medium
1125,35.5,3.57,0.07,0.24,0,92,3.2,High
1126,18.2,1.63,0.57,0.42,1,73,4.3,Medium
1127,13.5,4.4,0.63,0.1,0,156,1.9,Low
1128,19.6,3.1,0.23,0.28,0,185,5.3,Low
1129,11.6,4.33,0.55,0.05,1,86,4.4,Medium
1130,33.7,4.96,0.48,0.39,0,108,2.6,Medium
1131,22.8,1.55,0.18,0.25,0,105,3.2,Medium
1132,17.5,2.27,0.2,0.2,2,115,2.7,High
1133,29.1,1.8,0.55,0.19,0,49,3.6,High
1134,6.5,1.89,0.31,0.5,1,152,6.2,Low
1135,0.0,2.12,0.72,0.2,1,167,2.7,Medium
1136,22.2,3.13,0.36,0.19,0,43,3.8,High
1137,28.7,2.18,0.67,0.17,0,190,2.2,Low
1138,16.6,4.48,0.31,0.08,0,184,4.5,Low
1139,11.2,3.06,0.58,0.12,2,0,4.0,High
1140,8.4,1.88,0.36,0.19,1,33,5.9,High
1141,5.7,1.78,0.48,0.41,1,114,2.0,Medium
1142,24.7,1.29,0.14,0.31,0,172,4.7,Low
1143,26.2,2.91,0.31,0.2,1,131,5.8,Low
1144,27.2,6.87,0.4,0.15,1,120,2.7,Medium
1145,18.1,3.79,0.29,0.35,1,142,3.3,Medium
1146,6.4,0.54,0.42,0.15,0,87,3.8,High
1147,10.9,4.29,0.69,0.15,1,171,3.1,Low
1148,24.0,2.64,0.03,0.07,2,115,3.8,High
1149,7.6,5.71,0.15,0.3,0,54,4.7,High
1150,17.0,0.39,0.53,0.23,0,88,3.3,Medium
1151,7.8,7.63,0.25,0.24,0,134,3.3,Medium
1152,11.0,5.34,0.32,0.26,2,108,4.0,Medium
1153,6.5,3.37,0.48,0.43,2,104,2.8,Medium
1154,18.2,0.63,0.49,0.37,0,128,2.9,Medium
1155,3.4,0.38,0.47,0.66,0,134,1.9,Medium
1156,10.4,6.06,0.16,0.23,1,70,3.4,High
1157,26.5,6.41,0.41,0.21,0,168,4.3,Low
1158,28.5,7.12,0.73,0.13,1,114,3.0,Medium
1159,24.7,9.0,0.45,0.49,1,136,2.1,Low
1160,32.2,6.25,0.18,0.08,1,123,3.3,Medium
1161,4.8,5.22,0.31,0.09,1,103,4.2,Medium
1162,17.1,11.17,0.1,0.31,2,156,3.7,Medium
1163,18.8,2.36,0.7,0.17,2,123,7.5,Low
1164,37.5,3.7,0.91,0.1,0,122,2.3,Low
1165,15.6,0.62,0.42,0.11,2,20,3.2,High
1166,26.0,5.87,0.3,0.19,1,152,4.9,Low
1167,34.9,3.39,0.71,0.06,0,113,2.2,Medium
1168,19.3,2.14,0.41,0.19,0,150,7.0,Low
1169,13.3,2.2,0.6,0.22,1,185,3.5,Low
1170,14.2,1.62,0.33,0.26,0,152,4.5,Low
1171,0.9,3.49,0.75,0.23,1,122,3.5,Medium
1172,13.4,0.33,0.3,0.4,0,108,5.3,Medium
1173,3.8,0.06,0.4,0.26,0,221,1.6,Low
1174,25.8,0.68,0.39,0.12,0,139,6.3,Low
1175,2.4,2.14,0.56,0.1,2,128,3.9,Medium
1176,21.9,2.61,0.5,0.14,0,112,4.7,Low
1177,29.4,2.15,0.18,0.38,2,84,2.2,High
1178,25.3,2.45,0.44,0.14,0,41,4.1,High
1179,13.2,1.48,0.45,0.26,0,180,1.8,Low
1180,25.6,6.35,0.43,0.15,2,88,5.6,Medium
1181,18.1,1.3,0.7,0.33,0,112,1.2,Medium
1182,13.4,7.01,0.15,0.09,0,115,3.8,Medium
1183,14.4,9.23,0.21,0.21,0,177,2.8,Low
1184,22.4,7.5,0.63,0.16,0,89,0.7,High
1185,2.4,1.05,0.59,0.1,0,130,1.8,Medium
1186,13.0,5.56,0.73,0.09,2,140,4.3,Low
1187,21.7,1.11,0.07,0.26,0,64,1.9,High
1188,12.9,1.52,0.59,0.22,1,60,2.3,High
1189,5.1,1.72,0.69,0.51,0,91,4.2,Low
1190,9.1,4.41,0.49,0.28,0,129,5.1,Low
1191,19.7,1.38,0.47,0.63,0,124,4.7,Low
1192,22.8,4.12,0.38,0.3,0,115,3.4,Medium
1193,28.8,7.79,0.3,0.33,1,146,3.9,Low
1194,25.8,0.69,0.53,0.24,0,85,3.7,Medium
1195,25.7,0.82,0.7,0.31,0,113,1.6,Medium
1196,0.0,2.08,0.33,0.55,0,115,4.0,Medium
1197,25.5,8.28,0.21,0.21,1,86,1.6,High
1198,12.8,6.07,0.67,0.35,0,212,4.6,Low
1199,3.6,1.44,0.85,0.27,3,33,3.7,High
1200,23.6,0.86,0.03,0.21,0,169,0.3,High
