link_id,device,freq_mhz,terrain,distance_km,line_of_sight,solar_activity,humidity_pct,dropout
948,SAT,2160.66,Plain,1.51,0,Medium,43.0,1
949,UHF,2065.19,Snow,1.89,0,Medium,55.0,0
950,UHF,585.9,Snow,3.89,0,Medium,35.0,0
951,UHF,2505.12,Snow,1.68,0,Low,54.0,1
952,SAT,2086.05,Snow,6.47,0,Medium,16.0,0
953,UHF,912.65,Mountains,4.19,0,Low,58.0,1
954,SAT,1939.87,Hills,3.2,0,Medium,40.0,1
955,VHF,225.77,Snow,15.78,0,Low,28.0,0
956,UHF,2034.69,Mountains,1.23,1,Low,69.0,0
957,SAT,1652.62,Snow,9.78,0,Low,20.0,0
958,HF,19.22,Urban,6.49,1,High,67.0,0
959,VHF,167.31,Hills,1.12,1,High,64.0,0
960,HF,20.66,Hills,1.02,0,Low,37.0,0
961,UHF,2417.93,Plain,4.31,0,Low,50.0,0
962,UHF,1188.35,Forest,0.5,0,Medium,60.0,0
963,SAT,1908.92,Plain,3.28,0,Medium,60.0,0
964,HF,19.05,Hills,2.06,1,High,73.0,0
965,SAT,2282.13,Mountains,9.51,1,Low,70.0,1
966,UHF,1965.65,Urban,4.54,1,High,76.0,0
967,UHF,339.84,Snow,5.11,0,Low,78.0,1
968,SAT,2491.01,Plain,1.98,0,High,57.0,0
969,UHF,376.84,Hills,1.22,1,Low,49.0,1
970,UHF,2644.33,Mountains,3.85,0,Medium,53.0,0
971,VHF,274.53,Hills,14.48,0,Medium,48.0,0
972,HF,8.8,Plain,4.52,1,Low,84.0,1
973,VHF,239.32,Forest,0.5,0,Low,40.0,0
974,UHF,1587.28,Hills,16.58,0,High,78.0,1
975,VHF,142.74,Snow,8.97,0,High,45.0,0
976,SAT,1646.82,Mountains,10.75,0,Low,77.0,0
977,HF,15.43,Hills,3.01,1,Medium,70.0,0
978,UHF,2021.35,Plain,11.33,1,Low,54.0,0
979,HF,16.45,Urban,1.5,1,Low,60.0,1
980,HF,9.05,Snow,8.09,0,Medium,33.0,1
981,UHF,1614.85,Urban,4.74,1,Medium,67.0,0
982,SAT,2373.16,Snow,15.25,1,High,74.0,1
983,VHF,250.8,Hills,1.76,0,High,82.0,0
984,HF,8.18,Urban,0.66,1,Medium,49.0,1
985,HF,16.21,Snow,6.31,1,Low,99.0,0
986,SAT,2103.82,Urban,21.37,0,Medium,49.0,1
987,UHF,1736.49,Snow,0.79,0,Medium,46.0,0
988,SAT,2160.61,Urban,0.54,1,Low,52.0,1
989,SAT,2184.32,Plain,2.82,0,Low,52.0,0
990,SAT,1904.15,Snow,6.37,1,Medium,26.0,1
991,SAT,1741.93,Forest,4.54,0,Low,32.0,0
992,SAT,1942.23,Snow,14.08,0,High,31.0,1
993,UHF,591.69,Snow,8.28,0,Medium,60.0,0
994,UHF,2317.92,Plain,4.25,0,High,85.0,0
995,SAT,2275.56,Plain,2.24,0,Low,42.0,0
996,SAT,2443.23,Forest,9.02,1,High,52.0,0
997,VHF,272.72,Mountains,3.35,1,High,39.0,0
998,SAT,1627.31,Mountains,10.4,0,High,68.0,0
999,VHF,177.4,Forest,4.59,0,Medium,60.0,0
1000,VHF,220.49,Snow,6.14,1,Medium,73.0,0
1001,HF,25.36,Plain,0.5,0,Low,35.0,1
1002,SAT,1798.08,Forest,23.21,1,Low,54.0,0
1003,UHF,2964.7,Mountains,7.02,1,High,50.0,0
1004,UHF,1661.69,Forest,4.36,1,Medium,52.0,0
1005,HF,15.48,Forest,3.8,1,High,75.0,0
1006,SAT,1921.96,Snow,4.57,1,Medium,44.0,0
1007,UHF,780.61,Mountains,0.5,0,Medium,46.0,1
1008,SAT,2058.09,Urban,2.27,1,Low,39.0,0
1009,SAT,1624.67,Forest,0.5,1,Medium,98.0,0
1010,VHF,257.75,Hills,0.96,0,Medium,36.0,1
1011,UHF,430.0,Snow,2.02,0,Low,67.0,0
1012,UHF,2601.82,Mountains,5.58,1,Low,28.0,0
1013,SAT,2310.83,Mountains,13.34,0,Low,64.0,1
1014,UHF,1111.88,Snow,21.75,1,Low,32.0,0
1015,SAT,1535.65,Hills,6.95,0,Medium,58.0,1
1016,SAT,2384.46,Mountains,1.57,0,Medium,61.0,1
1017,SAT,2304.32,Plain,1.95,0,Medium,54.0,1
1018,VHF,201.36,Mountains,1.83,0,Medium,69.0,0
1019,SAT,1555.03,Hills,9.12,1,High,64.0,0
1020,SAT,2008.74,Mountains,7.45,0,Medium,41.0,1
1021,SAT,2434.06,Urban,0.5,1,Medium,65.0,0
1022,VHF,58.84,Mountains,3.41,1,High,60.0,0
1023,VHF,167.69,Plain,5.13,0,High,74.0,1
1024,SAT,2303.43,Snow,0.5,0,High,26.0,0
1025,SAT,2161.17,Plain,4.5,0,High,57.0,0
1026,SAT,1894.46,Mountains,14.18,0,High,57.0,1
1027,SAT,2392.0,Forest,0.5,0,Medium,48.0,1
1028,UHF,1723.12,Urban,0.94,0,Low,76.0,0
1029,HF,26.46,Mountains,0.55,0,Medium,41.0,1
1030,UHF,1951.39,Urban,2.3,0,Medium,69.0,1
1031,VHF,114.49,Plain,2.31,0,Low,41.0,0
1032,HF,27.27,Forest,15.58,0,Medium,82.0,0
1033,HF,26.75,Mountains,8.06,0,Medium,63.0,0
1034,VHF,112.81,Urban,5.07,1,Low,24.0,1
1035,HF,8.84,Hills,5.14,0,Medium,78.0,0
1036,VHF,294.27,Snow,5.49,1,Low,66.0,0
1037,UHF,1578.64,Mountains,0.94,1,Medium,57.0,0
1038,VHF,299.36,Hills,2.19,0,High,42.0,0
1039,SAT,1753.72,Plain,5.2,1,Low,38.0,0
1040,VHF,57.36,Forest,0.5,0,Medium,65.0,0
1041,VHF,32.07,Forest,3.37,1,High,24.0,0
1042,VHF,114.29,Mountains,9.06,0,Medium,41.0,1
1043,SAT,2084.82,Forest,3.94,0,Medium,69.0,0
1044,HF,9.72,Mountains,10.02,0,Medium,27.0,1
1045,SAT,2075.76,Urban,6.86,0,Low,28.0,1
1046,UHF,452.17,Urban,3.87,0,High,65.0,0
1047,VHF,292.03,Urban,2.36,1,High,50.0,0
1048,VHF,123.79,Snow,5.33,0,Medium,88.0,1
1049,HF,29.28,Mountains,3.44,1,Low,49.0,0
1050,HF,17.43,Snow,25.78,0,High,24.0,1
1051,VHF,155.89,Hills,4.71,1,High,78.0,0
1052,VHF,54.19,Plain,1.45,1,Low,28.0,0
1053,VHF,52.89,Hills,16.48,0,High,35.0,0
1054,HF,16.87,Hills,1.69,0,Medium,48.0,1
1055,SAT,1818.39,Forest,11.07,0,Medium,58.0,0
1056,UHF,802.82,Hills,3.39,1,Low,63.0,0
1057,VHF,66.55,Mountains,6.1,0,High,74.0,1
1058,VHF,180.84,Forest,1.13,1,High,10.0,1
1059,VHF,111.34,Snow,4.1,0,Medium,36.0,0
1060,SAT,2305.88,Forest,1.12,0,High,76.0,0
1061,VHF,54.27,Hills,1.36,1,High,37.0,0
1062,HF,3.22,Mountains,0.88,1,High,54.0,0
1063,VHF,284.33,Forest,2.98,0,Low,82.0,0
1064,UHF,346.6,Urban,3.61,1,Low,52.0,0
1065,UHF,2621.87,Forest,1.52,1,Low,50.0,0
1066,UHF,2676.99,Snow,4.75,1,High,52.0,0
1067,SAT,2446.83,Plain,1.58,1,High,81.0,0
1068,SAT,1994.79,Snow,3.68,1,High,23.0,0
1069,SAT,2123.76,Hills,5.79,1,Low,91.0,0
1070,UHF,1288.94,Urban,0.5,1,High,50.0,0
1071,SAT,2471.75,Hills,9.84,0,High,48.0,0
1072,VHF,227.59,Snow,2.21,0,Medium,39.0,0
1073,VHF,224.56,Plain,3.64,1,Medium,32.0,0
1074,SAT,1853.42,Snow,2.95,1,Medium,10.0,1
1075,HF,11.13,Hills,14.95,1,High,79.0,0
1076,HF,18.05,Urban,1.05,0,Medium,11.0,1
1077,UHF,519.53,Plain,4.93,0,Low,54.0,0
1078,VHF,143.11,Urban,8.82,1,Medium,46.0,0
1079,SAT,2031.99,Plain,2.8,1,Medium,61.0,0
1080,VHF,232.55,Plain,2.04,1,Medium,15.0,0
1081,VHF,184.35,Forest,0.6,0,Low,38.0,1
1082,SAT,1890.01,Snow,6.38,0,Low,64.0,0
1083,HF,3.75,Urban,7.71,1,Medium,59.0,0
1084,HF,22.13,Plain,1.88,1,Low,42.0,0
1085,HF,23.73,Plain,7.48,1,High,57.0,0
1086,VHF,260.64,Mountains,0.53,1,Low,89.0,0
1087,VHF,83.5,Snow,2.81,1,Medium,77.0,1
1088,HF,16.63,Urban,1.62,1,Low,74.0,0
1089,UHF,1543.09,Mountains,1.61,0,Medium,66.0,0
1090,HF,23.54,Plain,13.33,0,Medium,59.0,0
1091,VHF,165.81,Mountains,7.49,0,Low,41.0,0
1092,VHF,245.42,Hills,7.27,1,High,56.0,0
1093,VHF,52.38,Snow,3.4,0,High,94.0,1
1094,HF,4.45,Urban,4.86,0,Low,73.0,0
1095,VHF,102.01,Urban,7.71,1,Medium,48.0,0
1096,HF,15.81,Hills,1.55,0,Medium,13.0,1
1097,VHF,232.83,Snow,1.72,1,High,70.0,0
1098,SAT,1865.51,Hills,10.75,1,Low,74.0,1
1099,UHF,2301.03,Mountains,1.3,0,Low,44.0,0
1100,HF,25.45,Hills,5.7,0,Medium,42.0,0
1101,UHF,1656.92,Plain,12.56,0,Medium,16.0,0
1102,VHF,288.68,Hills,15.21,0,High,80.0,0
1103,SAT,1652.24,Mountains,1.81,1,Low,47.0,1
1104,VHF,109.83,Forest,15.0,0,Medium,60.0,0
1105,SAT,2497.56,Urban,0.74,0,High,33.0,0
1106,SAT,1666.76,Hills,1.39,0,Medium,26.0,0
1107,VHF,276.06,Snow,2.57,0,Low,85.0,0
1108,SAT,2420.22,Forest,7.13,1,High,47.0,0
1109,HF,20.26,Hills,0.5,0,Medium,40.0,0
1110,HF,4.32,Plain,1.26,0,High,100.0,1
1111,UHF,1675.27,Urban,3.24,0,Medium,75.0,0
1112,SAT,1569.22,Urban,0.5,0,High,41.0,0
1113,VHF,119.51,Forest,2.17,1,High,70.0,0
1114,SAT,1517.3,Hills,4.77,0,High,23.0,0
1115,UHF,423.82,Plain,7.41,1,Low,49.0,0
1116,VHF,218.25,Plain,3.47,0,Low,38.0,0
1117,VHF,295.21,Snow,2.97,0,Low,63.0,1
1118,HF,24.13,Mountains,2.02,1,High,88.0,0
1119,SAT,1896.02,Mountains,2.3,1,Low,21.0,0
1120,HF,12.11,Plain,3.88,0,High,92.0,0
1121,VHF,298.35,Plain,2.52,0,Low,70.0,0
1122,VHF,92.57,Forest,1.91,0,High,35.0,1
1123,VHF,40.44,Mountains,4.88,1,Medium,35.0,0
1124,SAT,1761.19,Hills,28.48,1,Low,41.0,0
1125,SAT,1841.68,Hills,1.74,0,Medium,38.0,0
1126,UHF,1617.61,Mountains,0.64,1,Low,38.0,0
1127,UHF,2184.16,Hills,0.8,1,Medium,19.0,0
1128,SAT,2156.07,Forest,4.67,0,Low,51.0,0
1129,UHF,1997.12,Snow,4.07,1,Medium,70.0,0
1130,SAT,2388.11,Hills,0.56,1,Low,44.0,0
1131,HF,18.68,Forest,2.64,1,High,61.0,0
1132,VHF,77.5,Hills,9.63,1,Low,78.0,0
1133,UHF,1274.62,Urban,3.25,0,Low,25.0,0
1134,UHF,2115.44,Hills,7.61,1,High,42.0,1
1135,SAT,2025.24,Hills,0.5,1,Medium,25.0,1
1136,UHF,1862.91,Mountains,3.38,1,Low,27.0,0
1137,HF,11.05,Snow,8.69,1,Low,82.0,1
1138,HF,10.78,Hills,4.61,0,High,45.0,1
1139,HF,15.16,Forest,0.61,0,Medium,64.0,0
1140,UHF,391.5,Forest,10.8,1,High,58.0,0
1141,HF,14.68,Forest,1.02,0,Medium,69.0,1
1142,HF,16.26,Forest,6.22,1,Medium,58.0,0
1143,VHF,46.26,Urban,0.5,0,Medium,57.0,1
1144,UHF,388.5,Snow,3.87,0,Low,25.0,0
1145,VHF,32.44,Plain,1.79,1,Low,56.0,1
1146,HF,12.77,Mountains,18.74,0,Low,55.0,1
1147,HF,16.45,Mountains,11.5,0,High,36.0,1
1148,VHF,76.65,Plain,2.91,0,Low,14.0,0
1149,SAT,2395.61,Forest,9.62,0,High,60.0,0
1150,HF,18.75,Plain,1.37,1,Medium,79.0,0
1151,UHF,1913.43,Snow,3.67,0,High,20.0,1
1152,UHF,477.59,Forest,8.82,1,Medium,52.0,0
1153,HF,5.17,Snow,5.77,0,High,10.0,0
1154,SAT,2004.71,Snow,2.98,0,Medium,68.0,1
1155,UHF,2358.8,Mountains,3.83,0,Low,79.0,1
1156,UHF,2564.42,Forest,1.72,0,High,53.0,1
1157,HF,17.61,Urban,4.15,1,Low,67.0,0
1158,HF,18.91,Forest,0.73,1,High,56.0,0
1159,UHF,1958.94,Urban,7.07,0,Low,36.0,1
1160,SAT,1810.41,Snow,26.43,1,Medium,52.0,1
1161,HF,29.34,Urban,0.5,0,Medium,54.0,1
1162,VHF,293.47,Plain,7.86,0,High,52.0,1
1163,HF,19.87,Plain,9.16,0,Low,62.0,0
1164,SAT,1878.8,Hills,0.5,0,High,58.0,1
1165,SAT,2349.59,Plain,4.39,0,Low,51.0,0
1166,SAT,1675.33,Forest,11.16,1,Medium,42.0,1
1167,HF,19.3,Hills,4.19,0,High,65.0,0
1168,VHF,243.07,Urban,4.44,0,Low,64.0,1
1169,SAT,1504.09,Plain,27.04,0,High,59.0,1
1170,HF,14.66,Hills,11.41,0,Low,38.0,0
1171,UHF,1007.25,Plain,5.03,0,Low,32.0,1
1172,UHF,2455.33,Forest,3.61,1,High,69.0,1
1173,SAT,2423.59,Mountains,1.07,1,Low,37.0,0
1174,UHF,767.77,Hills,9.29,0,High,48.0,0
1175,HF,7.85,Plain,1.68,1,Low,24.0,0
1176,UHF,2897.09,Hills,0.5,0,Low,64.0,1
1177,HF,16.82,Mountains,0.5,0,Medium,30.0,0
1178,UHF,564.08,Plain,1.1,0,Medium,29.0,0
1179,SAT,1576.05,Hills,8.4,0,High,35.0,0
1180,SAT,2464.31,Forest,18.35,1,Low,64.0,0
1181,SAT,1931.97,Plain,6.31,0,High,51.0,1
1182,UHF,2843.82,Forest,0.91,0,Medium,42.0,0
1183,UHF,1857.57,Snow,10.01,1,Medium,88.0,1
1184,VHF,224.99,Hills,8.3,1,Medium,65.0,0
1185,HF,10.53,Snow,9.45,1,Medium,15.0,0
1186,HF,4.82,Plain,1.0,1,Low,38.0,0
1187,SAT,2286.16,Snow,3.63,0,Medium,15.0,0
1188,SAT,1668.26,Snow,4.92,1,Medium,45.0,1
1189,HF,22.34,Plain,5.66,1,Medium,76.0,0
1190,SAT,1575.55,Plain,5.78,0,Medium,60.0,0
1191,UHF,1853.37,Forest,0.5,1,Medium,50.0,1
1192,UHF,2333.55,Mountains,16.06,0,Low,46.0,0
1193,VHF,35.17,Forest,4.33,0,High,61.0,1
1194,UHF,1348.69,Mountains,1.08,0,High,21.0,0
1195,UHF,1888.65,Forest,7.27,1,Low,53.0,1
1196,SAT,2298.3,Snow,0.5,0,High,58.0,1
1197,UHF,996.69,Plain,0.9,0,Medium,30.0,0
1198,SAT,2316.23,Urban,2.53,1,Medium,37.0,0
1199,HF,20.49,Forest,4.14,1,Low,94.0,0
1200,UHF,1236.25,Plain,2.7,0,Medium,66.0,1
