route_id,length_km,bridges_count,landslide_zone_km,rainfall_mm_24h,road_type,elevation_gain_m,cell_coverage_pct,ambush_cover_score_1to5,route_risk
804,155.7,6,16.3,153.0,Paved,1422.0,59.0,1,Low
805,189.5,3,3.4,102.0,Unpaved,1988.0,45.0,5,High
806,55.1,3,12.3,183.0,Mixed,852.0,67.0,3,Low
807,176.7,2,4.0,144.0,Unpaved,994.0,24.0,2,Medium
808,130.7,2,5.8,164.0,Mixed,88.0,63.0,1,Low
809,242.3,4,1.3,123.0,Paved,1367.0,67.0,2,Low
810,104.2,7,18.0,140.0,Mixed,1616.0,72.0,2,Low
811,137.6,6,10.4,287.0,Unpaved,1213.0,42.0,5,High
812,110.6,5,19.9,126.0,Mixed,0.0,91.0,5,Medium
813,159.8,4,2.5,69.0,Paved,557.0,3.0,3,Low
814,10.0,5,1.4,123.0,Mixed,831.0,38.0,5,Medium
815,35.4,4,16.9,204.0,Unpaved,286.0,100.0,3,Medium
816,160.1,0,21.1,70.0,Paved,2087.0,56.0,3,Low
817,121.6,2,1.9,0.0,Unpaved,1046.0,83.0,3,Low
818,10.0,4,10.3,0.0,Unpaved,1359.0,60.0,3,Low
819,82.0,1,1.8,142.0,Unpaved,1368.0,98.0,3,Low
820,96.4,6,0.1,101.0,Mixed,867.0,50.0,5,Medium
821,90.9,3,7.8,210.0,Unpaved,80.0,61.0,4,High
822,175.9,1,30.0,126.0,Paved,1273.0,77.0,2,Low
823,195.4,7,8.9,241.0,Paved,2007.0,93.0,5,High
824,10.0,4,5.6,30.0,Unpaved,573.0,9.0,1,Low
825,112.8,3,3.3,147.0,Mixed,460.0,68.0,4,Low
826,126.8,7,3.3,189.0,Mixed,1303.0,34.0,5,High
827,31.1,3,3.1,144.0,Paved,1354.0,54.0,5,Medium
828,195.2,1,2.3,175.0,Mixed,1487.0,42.0,1,Low
829,142.3,8,0.7,160.0,Paved,715.0,0.0,4,High
830,171.0,3,14.2,48.0,Unpaved,714.0,81.0,5,Medium
831,93.3,3,3.8,62.0,Unpaved,0.0,22.0,4,Medium
832,73.3,3,1.7,146.0,Mixed,830.0,53.0,2,Low
833,85.8,6,9.3,280.0,Paved,462.0,52.0,1,Medium
834,113.4,6,27.2,92.0,Paved,0.0,35.0,5,High
835,94.5,2,11.7,178.0,Paved,1936.0,71.0,1,Low
836,174.3,8,2.1,137.0,Paved,945.0,46.0,2,Low
837,280.0,12,5.3,174.0,Mixed,0.0,37.0,5,High
838,155.0,5,17.4,146.0,Paved,1026.0,19.0,1,Low
839,10.0,5,0.5,85.0,Paved,1916.0,32.0,3,Low
840,129.3,6,4.1,182.0,Paved,1522.0,66.0,2,Low
841,48.7,2,4.9,156.0,Paved,1380.0,5.0,4,Medium
842,95.5,2,6.0,252.0,Unpaved,61.0,97.0,4,High
843,117.9,5,8.2,177.0,Unpaved,473.0,51.0,1,Medium
844,104.5,5,6.8,49.0,Paved,279.0,33.0,1,Low
845,57.9,4,1.8,189.0,Unpaved,811.0,70.0,2,Medium
846,151.3,5,5.4,196.0,Mixed,1265.0,45.0,4,Medium
847,10.0,5,4.6,169.0,Paved,1062.0,77.0,1,Low
848,143.2,5,26.5,235.0,Mixed,255.0,28.0,3,High
849,65.9,6,13.6,8.0,Mixed,690.0,30.0,3,Low
850,136.7,6,20.1,244.0,Unpaved,1426.0,70.0,5,High
851,39.3,3,12.4,160.0,Unpaved,1106.0,85.0,5,High
852,133.9,7,0.6,209.0,Unpaved,1040.0,60.0,2,Medium
853,202.6,4,6.4,84.0,Paved,273.0,61.0,1,Low
854,84.3,1,15.1,15.0,Mixed,896.0,34.0,2,Low
855,83.0,2,9.0,130.0,Mixed,119.0,42.0,2,Low
856,145.9,5,14.2,150.0,Unpaved,305.0,39.0,3,High
857,132.7,7,32.7,47.0,Unpaved,0.0,87.0,1,Low
858,37.1,1,2.8,182.0,Paved,1837.0,90.0,4,Low
859,186.5,2,41.0,165.0,Paved,1861.0,68.0,3,Medium
860,168.5,1,1.3,247.0,Unpaved,198.0,100.0,1,Low
861,196.9,3,25.3,144.0,Unpaved,335.0,70.0,4,High
862,152.8,4,2.1,231.0,Unpaved,609.0,85.0,4,High
863,233.3,1,12.7,143.0,Mixed,1531.0,50.0,5,Medium
864,10.0,5,15.3,152.0,Paved,1165.0,51.0,4,Medium
865,211.4,2,16.7,190.0,Mixed,1629.0,51.0,3,Medium
866,96.6,3,5.8,154.0,Unpaved,1812.0,32.0,5,High
867,87.4,8,1.9,87.0,Paved,1090.0,44.0,2,Low
868,77.1,5,15.9,47.0,Unpaved,979.0,63.0,2,Low
869,150.6,5,10.3,78.0,Mixed,1617.0,40.0,4,Medium
870,168.0,1,3.0,168.0,Paved,1448.0,69.0,4,Low
871,92.0,3,5.0,166.0,Paved,1445.0,36.0,3,Medium
872,136.4,5,3.5,229.0,Unpaved,1085.0,35.0,4,High
873,285.8,7,24.6,137.0,Unpaved,1425.0,55.0,1,Medium
874,79.8,8,16.3,168.0,Mixed,620.0,4.0,3,High
875,96.3,8,21.4,200.0,Mixed,460.0,82.0,2,Medium
876,205.2,2,0.5,43.0,Mixed,597.0,73.0,5,Low
877,25.5,8,10.8,69.0,Paved,2163.0,75.0,4,Low
878,134.7,1,3.1,213.0,Unpaved,174.0,74.0,4,Medium
879,10.0,5,13.8,76.0,Paved,1366.0,52.0,5,Medium
880,37.2,4,22.2,91.0,Paved,1988.0,61.0,5,Medium
881,48.6,5,14.5,187.0,Paved,1038.0,65.0,3,Medium
882,67.4,0,24.2,45.0,Paved,609.0,19.0,3,Low
883,45.2,7,5.1,67.0,Mixed,1134.0,60.0,5,Medium
884,132.1,4,9.8,134.0,Mixed,504.0,46.0,5,Medium
885,204.0,4,6.4,91.0,Unpaved,254.0,100.0,4,Medium
886,242.3,3,17.7,27.0,Unpaved,1608.0,50.0,4,Medium
887,58.2,3,8.3,132.0,Unpaved,1569.0,52.0,4,High
888,163.7,3,12.4,174.0,Mixed,609.0,24.0,1,Low
889,192.5,5,10.0,63.0,Paved,507.0,45.0,1,Low
890,127.3,3,19.8,126.0,Paved,930.0,2.0,2,Medium
891,162.5,2,7.5,226.0,Paved,743.0,100.0,3,Low
892,147.6,5,1.2,171.0,Unpaved,309.0,70.0,1,Low
893,147.5,6,29.7,69.0,Unpaved,0.0,46.0,3,High
894,75.8,4,8.1,219.0,Paved,0.0,68.0,4,Medium
895,10.0,1,15.3,172.0,Paved,80.0,31.0,5,High
896,99.1,0,11.4,118.0,Unpaved,176.0,50.0,4,Medium
897,74.0,7,5.7,183.0,Mixed,927.0,27.0,5,High
898,103.3,3,30.2,89.0,Unpaved,318.0,17.0,5,High
899,177.7,4,13.2,136.0,Unpaved,333.0,74.0,2,Medium
900,206.1,2,2.6,115.0,Paved,48.0,52.0,3,Low
901,129.0,2,54.8,219.0,Paved,59.0,12.0,5,High
902,49.0,4,80.0,66.0,Paved,43.0,34.0,1,High
903,96.6,3,3.4,177.0,Unpaved,752.0,88.0,1,Low
904,73.7,2,42.1,128.0,Paved,1425.0,37.0,4,High
905,127.4,2,9.6,88.0,Unpaved,1701.0,71.0,4,Medium
906,92.0,5,2.0,63.0,Mixed,832.0,37.0,2,Low
907,174.2,2,38.3,210.0,Unpaved,1437.0,61.0,2,High
908,69.1,1,1.1,185.0,Paved,330.0,68.0,4,Low
909,251.0,4,10.1,22.0,Paved,1141.0,38.0,2,Low
910,31.7,4,18.1,183.0,Mixed,277.0,52.0,5,High
911,138.3,4,17.7,40.0,Paved,1061.0,63.0,4,Low
912,23.4,3,0.1,166.0,Paved,308.0,41.0,2,Low
913,182.9,3,5.5,0.0,Mixed,357.0,50.0,1,Low
914,122.8,2,0.9,0.0,Mixed,768.0,31.0,2,Low
915,132.3,4,3.0,168.0,Unpaved,1771.0,58.0,4,High
916,66.2,2,27.8,253.0,Paved,1312.0,82.0,1,Low
917,185.2,0,21.6,239.0,Paved,362.0,26.0,5,High
918,158.6,2,10.8,125.0,Mixed,167.0,37.0,3,Low
919,87.3,2,22.9,201.0,Paved,309.0,4.0,2,Medium
920,119.0,2,3.8,136.0,Paved,1186.0,68.0,2,Low
921,66.6,2,17.6,162.0,Paved,931.0,15.0,3,Medium
922,61.9,6,11.6,116.0,Paved,1191.0,68.0,3,Low
923,83.1,1,13.2,196.0,Unpaved,492.0,69.0,4,High
924,103.6,3,0.9,195.0,Mixed,1001.0,78.0,5,Medium
925,120.1,6,4.3,168.0,Paved,962.0,64.0,4,Medium
926,117.3,5,0.5,43.0,Paved,1559.0,17.0,1,Low
927,68.1,6,1.6,190.0,Paved,1748.0,52.0,4,Medium
928,165.5,3,3.2,160.0,Mixed,1342.0,60.0,3,Low
929,185.4,5,8.8,163.0,Mixed,1558.0,68.0,5,Medium
930,174.8,3,14.3,0.0,Paved,788.0,69.0,4,Low
931,162.4,4,1.1,1.0,Unpaved,380.0,44.0,1,Low
932,10.0,0,0.6,193.0,Unpaved,782.0,52.0,3,Medium
933,60.1,1,21.5,272.0,Unpaved,721.0,53.0,2,High
934,30.7,3,1.4,77.0,Unpaved,680.0,23.0,3,Medium
935,13.6,3,5.9,130.0,Mixed,794.0,31.0,1,Low
936,188.6,3,1.2,0.0,Mixed,698.0,53.0,4,Low
937,221.7,5,7.7,112.0,Paved,525.0,34.0,4,Medium
938,120.5,6,1.1,125.0,Mixed,722.0,18.0,4,Medium
939,148.3,5,14.4,95.0,Unpaved,1281.0,17.0,2,Medium
940,98.4,2,0.9,235.0,Paved,281.0,72.0,1,Low
941,190.2,4,5.6,158.0,Mixed,1607.0,64.0,5,Medium
942,136.8,5,5.5,99.0,Paved,1449.0,59.0,2,Low
943,88.7,1,25.4,175.0,Mixed,852.0,47.0,3,Medium
944,153.7,3,5.6,215.0,Paved,0.0,40.0,1,Low
945,109.1,4,0.7,55.0,Unpaved,0.0,5.0,1,Low
946,131.7,0,7.8,73.0,Unpaved,867.0,70.0,5,Medium
947,161.6,3,12.9,23.0,Unpaved,1207.0,45.0,1,Low
948,345.6,7,4.1,122.0,Mixed,1864.0,71.0,3,Low
949,227.2,6,9.4,157.0,Paved,557.0,32.0,2,Medium
950,129.0,7,1.3,77.0,Unpaved,491.0,96.0,3,Low
951,63.6,4,5.5,227.0,Unpaved,70.0,60.0,3,High
952,10.0,1,1.8,199.0,Paved,1159.0,52.0,1,Low
953,197.1,6,3.2,73.0,Unpaved,804.0,30.0,2,Medium
954,187.2,3,10.2,67.0,Paved,514.0,59.0,5,Medium
955,82.3,5,14.0,38.0,Mixed,814.0,70.0,3,Low
956,114.7,5,3.7,107.0,Unpaved,743.0,0.0,4,High
957,132.5,3,45.9,244.0,Paved,1381.0,52.0,2,High
958,155.6,6,3.4,75.0,Paved,544.0,52.0,1,Low
959,219.3,5,1.6,177.0,Paved,798.0,66.0,3,Low
960,41.8,5,20.2,140.0,Unpaved,1310.0,13.0,3,High
961,160.4,2,10.5,15.0,Mixed,641.0,75.0,3,Low
962,133.1,4,11.4,198.0,Paved,355.0,73.0,3,Medium
963,89.4,2,15.8,102.0,Mixed,31.0,74.0,3,Low
964,168.4,2,75.8,97.0,Mixed,175.0,38.0,3,High
965,113.3,5,3.3,137.0,Unpaved,414.0,83.0,5,High
966,115.2,6,7.9,118.0,Mixed,1377.0,35.0,4,Medium
967,138.8,2,12.2,207.0,Paved,358.0,2.0,5,High
968,92.5,6,1.6,95.0,Mixed,671.0,63.0,5,Medium
969,159.3,12,3.7,154.0,Mixed,183.0,53.0,3,Medium
970,96.2,3,3.7,175.0,Unpaved,832.0,86.0,3,Medium
971,221.4,5,4.0,61.0,Mixed,972.0,29.0,3,Low
972,133.7,5,12.7,143.0,Paved,1013.0,46.0,2,Low
973,79.8,4,9.0,74.0,Paved,1854.0,44.0,1,Low
974,138.5,3,12.6,171.0,Paved,792.0,75.0,1,Low
975,179.4,2,7.2,0.0,Unpaved,976.0,28.0,4,Medium
976,25.5,7,31.1,230.0,Unpaved,461.0,87.0,5,High
977,196.0,5,7.4,104.0,Paved,2103.0,37.0,5,Medium
978,140.4,3,9.3,150.0,Mixed,1308.0,44.0,4,Medium
979,118.2,4,3.5,156.0,Unpaved,1330.0,56.0,4,High
980,78.8,3,0.6,103.0,Mixed,1454.0,30.0,2,Low
981,140.8,2,16.9,94.0,Mixed,1249.0,65.0,4,Low
982,67.0,5,19.4,153.0,Unpaved,1482.0,62.0,4,High
983,10.0,5,19.0,227.0,Mixed,688.0,40.0,4,High
984,77.2,3,16.2,172.0,Mixed,2159.0,62.0,3,Medium
985,103.6,4,3.1,110.0,Paved,0.0,63.0,2,Low
986,156.8,2,8.6,230.0,Mixed,635.0,69.0,3,Medium
987,106.9,8,16.9,258.0,Mixed,1839.0,83.0,2,Medium
988,51.3,5,9.8,120.0,Unpaved,698.0,65.0,1,Low
989,80.3,1,31.8,159.0,Unpaved,1198.0,67.0,5,High
990,121.2,4,11.3,165.0,Mixed,517.0,27.0,5,High
991,158.7,4,8.2,249.0,Mixed,1068.0,17.0,1,Medium
992,168.8,6,53.8,187.0,Unpaved,584.0,41.0,4,High
993,38.3,7,7.6,206.0,Mixed,1501.0,63.0,1,Low
994,123.1,5,34.1,269.0,Paved,974.0,65.0,2,High
995,166.4,1,0.1,156.0,Mixed,0.0,0.0,1,Low
996,67.6,7,8.0,185.0,Mixed,312.0,58.0,5,High
997,228.0,2,3.4,160.0,Mixed,215.0,83.0,5,Medium
998,90.3,6,5.0,135.0,Mixed,1644.0,100.0,4,Low
999,181.2,2,0.9,45.0,Unpaved,55.0,91.0,1,Low
1000,161.5,1,3.1,64.0,Mixed,639.0,42.0,4,Low
1001,78.7,2,8.4,31.0,Paved,2067.0,41.0,3,Low
1002,121.0,1,12.8,167.0,Mixed,1549.0,67.0,2,Low
1003,201.8,2,24.1,181.0,Paved,287.0,75.0,4,Medium
1004,87.8,1,2.6,65.0,Unpaved,269.0,83.0,5,Medium
1005,130.6,3,15.9,95.0,Paved,212.0,70.0,2,Low
1006,29.7,2,0.2,134.0,Unpaved,924.0,24.0,3,Medium
1007,141.6,5,22.4,249.0,Unpaved,503.0,20.0,1,High
1008,95.7,4,9.0,116.0,Unpaved,938.0,91.0,3,Medium
1009,151.4,1,18.7,249.0,Paved,986.0,51.0,1,Low
1010,69.3,3,2.9,0.0,Paved,828.0,31.0,1,Low
1011,139.2,3,4.7,209.0,Paved,889.0,27.0,4,Medium
1012,99.0,4,1.0,46.0,Unpaved,852.0,41.0,2,Low
1013,10.0,6,0.8,131.0,Mixed,337.0,95.0,2,Low
1014,125.3,6,17.5,76.0,Paved,0.0,49.0,3,Low
1015,195.7,5,3.5,122.0,Paved,833.0,73.0,5,Medium
1016,54.2,6,4.3,121.0,Paved,331.0,64.0,3,Low
1017,81.3,2,7.6,88.0,Mixed,1386.0,54.0,3,Low
1018,199.5,2,11.1,136.0,Unpaved,50.0,6.0,4,High
1019,153.4,3,0.5,150.0,Mixed,586.0,76.0,5,Medium
1020,100.3,3,8.5,58.0,Mixed,893.0,36.0,4,Low
1021,137.7,7,9.4,70.0,Mixed,1556.0,14.0,2,Low
1022,82.5,4,19.0,237.0,Unpaved,564.0,9.0,4,High
1023,268.3,9,1.7,135.0,Paved,910.0,70.0,3,Low
1024,173.2,2,6.0,145.0,Paved,1170.0,75.0,2,Low
1025,222.5,4,6.4,80.0,Paved,1258.0,0.0,4,Medium
1026,125.5,4,18.8,149.0,Unpaved,1020.0,42.0,1,Medium
1027,43.6,5,4.5,100.0,Mixed,1885.0,64.0,3,Low
1028,150.2,1,0.8,180.0,Unpaved,562.0,59.0,3,Medium
1029,195.3,3,9.2,106.0,Unpaved,1839.0,42.0,4,Medium
1030,197.8,3,10.8,122.0,Mixed,1214.0,53.0,5,Medium
1031,18.7,1,8.7,283.0,Unpaved,947.0,79.0,1,Medium
1032,132.7,4,6.7,176.0,Mixed,994.0,66.0,4,Medium
1033,24.1,4,2.4,126.0,Unpaved,1363.0,71.0,3,Medium
1034,84.8,0,7.7,142.0,Unpaved,369.0,44.0,3,Medium
1035,155.1,3,0.4,222.0,Unpaved,887.0,23.0,3,High
1036,199.9,3,8.4,63.0,Mixed,655.0,61.0,4,Low
1037,133.3,5,6.7,139.0,Unpaved,1762.0,75.0,2,Medium
1038,51.1,3,30.5,141.0,Paved,410.0,38.0,5,High
1039,156.0,5,3.9,152.0,Paved,1999.0,61.0,4,Medium
1040,68.9,2,0.2,101.0,Mixed,531.0,55.0,4,Low
1041,102.5,5,14.3,123.0,Mixed,0.0,13.0,3,Medium
1042,125.4,2,1.8,6.0,Unpaved,278.0,51.0,5,Medium
1043,79.8,4,7.9,182.0,Paved,290.0,59.0,3,Medium
1044,158.2,4,2.4,82.0,Paved,1795.0,43.0,1,Low
1045,165.1,1,7.8,272.0,Paved,0.0,82.0,1,Low
1046,181.7,3,8.7,141.0,Unpaved,994.0,24.0,3,High
1047,205.5,3,10.8,68.0,Paved,1681.0,100.0,1,Low
1048,111.4,5,4.7,35.0,Paved,2463.0,55.0,1,Low
1049,46.4,5,0.6,121.0,Paved,734.0,50.0,3,Low
1050,52.2,4,9.1,171.0,Paved,867.0,78.0,1,Low
1051,224.1,3,20.0,172.0,Unpaved,100.0,18.0,2,High
1052,216.9,4,7.5,73.0,Unpaved,572.0,100.0,3,Low
1053,200.3,4,2.9,366.0,Mixed,2111.0,38.0,2,Medium
1054,84.9,5,5.3,208.0,Unpaved,1323.0,77.0,4,High
1055,221.3,3,7.8,237.0,Unpaved,1529.0,55.0,2,Medium
1056,109.8,2,0.9,164.0,Paved,1189.0,30.0,4,Medium
1057,140.6,4,8.4,69.0,Mixed,1441.0,80.0,5,Low
1058,169.6,3,1.2,149.0,Unpaved,1963.0,68.0,1,Low
1059,195.7,3,2.0,130.0,Mixed,526.0,100.0,5,Low
1060,152.5,4,5.0,195.0,Unpaved,1243.0,65.0,1,Medium
1061,202.5,8,16.1,113.0,Unpaved,385.0,39.0,4,High
1062,120.8,6,17.4,120.0,Unpaved,0.0,9.0,3,High
1063,107.8,6,3.3,15.0,Paved,959.0,36.0,1,Low
1064,100.8,3,7.7,154.0,Unpaved,875.0,61.0,2,Medium
1065,51.0,6,1.0,78.0,Paved,755.0,46.0,4,Low
1066,10.0,3,60.8,129.0,Unpaved,416.0,74.0,2,High
1067,182.5,4,10.6,120.0,Mixed,882.0,64.0,1,Low
1068,106.0,6,2.5,44.0,Paved,1054.0,24.0,4,Low
1069,164.6,3,23.0,103.0,Unpaved,1977.0,45.0,2,Medium
1070,155.9,1,4.3,96.0,Unpaved,1121.0,33.0,4,Medium
1071,129.5,2,3.2,163.0,Unpaved,1152.0,64.0,4,Medium
1072,176.7,5,3.5,84.0,Mixed,351.0,66.0,1,Low
1073,184.3,9,6.7,181.0,Unpaved,227.0,40.0,1,Medium
1074,62.9,8,0.3,177.0,Mixed,211.0,14.0,5,High
1075,212.0,3,10.5,105.0,Unpaved,622.0,100.0,3,Low
1076,171.9,2,29.5,128.0,Mixed,836.0,63.0,1,Low
1077,67.5,1,16.9,156.0,Paved,929.0,63.0,3,Low
1078,81.0,4,16.7,105.0,Mixed,309.0,8.0,3,Medium
1079,45.4,2,14.9,166.0,Unpaved,0.0,73.0,4,High
1080,157.7,4,4.4,203.0,Paved,548.0,82.0,1,Low
1081,109.4,4,2.1,223.0,Unpaved,1362.0,63.0,3,Medium
1082,10.0,4,3.8,214.0,Mixed,574.0,58.0,5,Medium
1083,86.7,7,1.9,150.0,Paved,755.0,58.0,2,Low
1084,97.1,5,19.0,96.0,Unpaved,0.0,33.0,3,High
1085,126.3,5,5.5,228.0,Mixed,875.0,38.0,2,Medium
1086,27.6,5,16.7,136.0,Mixed,1046.0,49.0,5,High
1087,127.0,2,3.4,166.0,Mixed,458.0,82.0,2,Low
1088,210.0,4,1.6,0.0,Paved,1379.0,62.0,5,Low
1089,131.2,3,20.4,263.0,Unpaved,1519.0,36.0,1,High
1090,155.4,2,16.0,254.0,Unpaved,2069.0,39.0,1,Medium
1091,213.8,2,8.1,59.0,Unpaved,244.0,1.0,3,Medium
1092,114.3,2,1.3,116.0,Paved,972.0,66.0,4,Low
1093,112.4,2,4.1,103.0,Unpaved,87.0,50.0,1,Low
1094,140.7,0,0.6,34.0,Unpaved,1163.0,60.0,1,Low
1095,66.9,2,22.8,82.0,Unpaved,1091.0,100.0,1,Low
1096,78.3,7,2.7,293.0,Mixed,0.0,44.0,1,Medium
1097,10.0,5,7.4,165.0,Unpaved,963.0,60.0,5,High
1098,257.3,4,28.4,237.0,Mixed,681.0,39.0,3,High
1099,169.8,7,9.8,137.0,Mixed,89.0,51.0,5,Medium
1100,63.2,7,9.8,0.0,Mixed,625.0,31.0,1,Low
1101,181.4,5,17.9,121.0,Mixed,2037.0,28.0,5,High
1102,71.5,4,11.8,134.0,Unpaved,1144.0,10.0,4,High
1103,124.1,3,6.7,113.0,Unpaved,304.0,28.0,4,High
1104,123.8,3,1.3,18.0,Mixed,601.0,61.0,1,Low
1105,93.2,4,6.9,201.0,Unpaved,0.0,47.0,3,High
1106,71.2,2,2.0,73.0,Mixed,152.0,50.0,2,Low
1107,192.5,2,6.8,110.0,Paved,1811.0,44.0,3,Low
1108,125.1,6,0.2,193.0,Unpaved,1350.0,59.0,4,High
1109,220.9,8,4.3,75.0,Mixed,1071.0,57.0,4,Low
1110,57.5,7,0.6,140.0,Paved,1034.0,56.0,3,Low
1111,91.6,6,1.6,167.0,Unpaved,1650.0,47.0,1,Medium
1112,117.3,5,11.9,280.0,Unpaved,992.0,73.0,5,High
1113,186.2,3,37.4,126.0,Paved,630.0,5.0,4,High
1114,72.6,3,8.3,194.0,Unpaved,745.0,36.0,4,High
1115,154.3,8,1.9,113.0,Paved,643.0,35.0,2,Low
1116,140.6,9,4.7,250.0,Unpaved,635.0,71.0,5,High
1117,205.7,3,2.7,16.0,Paved,1818.0,42.0,3,Low
1118,149.9,2,0.5,39.0,Unpaved,166.0,31.0,4,Medium
1119,12.2,3,24.4,149.0,Mixed,497.0,59.0,5,High
1120,59.2,3,7.8,101.0,Unpaved,0.0,75.0,3,Medium
1121,62.2,2,1.6,185.0,Paved,1407.0,73.0,5,Medium
1122,92.9,4,13.7,195.0,Paved,1006.0,78.0,2,Low
1123,199.5,3,1.9,13.0,Mixed,1843.0,58.0,4,Low
1124,104.1,5,2.3,214.0,Paved,416.0,62.0,4,Medium
1125,122.1,4,9.2,160.0,Mixed,323.0,49.0,2,Low
1126,106.5,4,5.6,274.0,Paved,101.0,47.0,2,Medium
1127,152.3,3,22.5,105.0,Unpaved,1073.0,31.0,1,Medium
1128,76.7,1,9.1,192.0,Unpaved,590.0,72.0,3,Medium
1129,109.8,5,2.0,183.0,Paved,980.0,10.0,4,Medium
1130,109.0,2,6.4,244.0,Mixed,546.0,22.0,5,High
1131,115.7,2,13.0,0.0,Paved,1663.0,100.0,2,Low
1132,86.1,3,9.2,30.0,Unpaved,1559.0,52.0,1,Low
1133,39.9,4,3.9,213.0,Paved,852.0,59.0,2,Low
1134,176.0,4,4.9,240.0,Unpaved,1432.0,25.0,2,High
1135,113.0,2,11.0,189.0,Unpaved,721.0,67.0,4,High
1136,187.7,3,7.3,52.0,Unpaved,773.0,89.0,3,Low
1137,148.8,3,0.8,118.0,Paved,0.0,91.0,4,Low
1138,150.9,4,8.0,212.0,Paved,1104.0,17.0,5,High
1139,187.8,3,6.1,120.0,Unpaved,814.0,84.0,2,Low
1140,275.9,3,16.9,130.0,Unpaved,1328.0,55.0,5,High
1141,198.2,3,1.2,240.0,Paved,1229.0,0.0,5,High
1142,173.2,3,0.0,181.0,Paved,351.0,17.0,2,Low
1143,137.5,4,17.2,146.0,Mixed,685.0,8.0,3,Medium
1144,195.5,7,2.4,167.0,Paved,513.0,70.0,5,Medium
1145,75.2,6,0.3,190.0,Mixed,1427.0,50.0,5,Medium
1146,155.1,8,2.5,134.0,Mixed,1744.0,39.0,5,Medium
1147,196.6,3,21.7,179.0,Paved,1279.0,53.0,2,Medium
1148,177.1,3,1.9,79.0,Unpaved,1991.0,99.0,3,Low
1149,115.4,2,3.9,199.0,Paved,1114.0,48.0,2,Low
1150,147.3,5,9.4,112.0,Mixed,215.0,63.0,2,Low
1151,100.3,3,2.0,83.0,Mixed,0.0,71.0,3,Low
1152,73.9,5,10.4,224.0,Mixed,248.0,25.0,5,High
1153,207.0,5,12.3,165.0,Unpaved,528.0,69.0,1,Medium
1154,93.9,2,2.6,157.0,Paved,394.0,78.0,3,Low
1155,93.4,4,1.0,172.0,Paved,833.0,80.0,3,Low
1156,94.8,4,5.1,31.0,Unpaved,692.0,51.0,4,Medium
1157,78.2,2,12.0,192.0,Unpaved,845.0,78.0,1,Low
1158,76.5,7,16.8,130.0,Unpaved,2265.0,67.0,1,Medium
1159,16.5,4,0.4,250.0,Unpaved,1326.0,57.0,1,Medium
1160,26.9,4,7.7,314.0,Paved,962.0,78.0,2,Medium
1161,108.4,3,3.0,164.0,Unpaved,1437.0,99.0,4,Medium
1162,147.4,5,5.4,171.0,Paved,316.0,78.0,5,Medium
1163,19.4,6,7.5,153.0,Unpaved,290.0,53.0,1,Medium
1164,130.9,4,13.3,12.0,Unpaved,1350.0,43.0,5,Medium
1165,197.0,2,0.4,34.0,Unpaved,800.0,68.0,1,Low
1166,91.7,2,1.9,52.0,Paved,874.0,59.0,5,Low
1167,60.6,3,9.6,186.0,Mixed,114.0,83.0,2,Low
1168,116.4,6,5.8,247.0,Unpaved,516.0,31.0,1,High
1169,151.2,7,2.4,174.0,Paved,554.0,81.0,1,Low
1170,86.4,4,0.7,55.0,Paved,511.0,20.0,4,Low
1171,177.2,4,24.6,0.0,Mixed,2087.0,51.0,5,Medium
1172,148.2,10,4.5,107.0,Mixed,2073.0,70.0,1,Low
1173,223.9,6,5.3,111.0,Unpaved,1483.0,52.0,1,Low
1174,19.1,5,0.5,194.0,Mixed,858.0,66.0,2,Low
1175,35.3,3,13.4,216.0,Mixed,448.0,90.0,5,Medium
1176,94.9,2,48.5,152.0,Unpaved,179.0,41.0,1,High
1177,39.7,2,38.3,59.0,Paved,1005.0,20.0,3,Medium
1178,214.4,5,3.7,144.0,Paved,1564.0,27.0,2,Low
1179,134.0,4,32.5,3.0,Mixed,1267.0,53.0,5,Medium
1180,100.2,3,5.2,121.0,Mixed,861.0,86.0,4,Low
1181,213.2,3,4.9,223.0,Mixed,1201.0,47.0,3,Medium
1182,137.6,2,17.8,130.0,Unpaved,789.0,100.0,2,Low
1183,107.5,6,15.7,232.0,Paved,633.0,23.0,1,Medium
1184,73.1,1,6.4,112.0,Paved,192.0,11.0,2,Low
1185,153.3,5,5.9,175.0,Paved,602.0,61.0,3,Low
1186,151.3,4,34.6,40.0,Unpaved,982.0,41.0,2,Medium
1187,160.9,2,5.3,169.0,Mixed,550.0,36.0,3,Low
1188,168.4,2,19.8,136.0,Paved,114.0,56.0,3,Low
1189,207.0,2,13.7,111.0,Mixed,869.0,24.0,3,Medium
1190,70.3,3,1.1,225.0,Unpaved,982.0,69.0,5,High
1191,254.2,3,1.7,175.0,Mixed,579.0,60.0,2,Low
1192,228.0,11,0.4,112.0,Unpaved,787.0,46.0,5,High
1193,223.0,4,0.4,231.0,Mixed,0.0,60.0,4,Medium
1194,107.6,6,9.3,288.0,Unpaved,1245.0,100.0,4,High
1195,77.2,3,0.8,62.0,Mixed,973.0,49.0,2,Low
1196,126.3,5,1.5,117.0,Paved,1649.0,43.0,2,Low
1197,137.0,3,2.8,153.0,Paved,672.0,72.0,1,Low
1198,171.4,3,8.1,332.0,Unpaved,1240.0,38.0,1,High
1199,110.1,3,2.6,89.0,Mixed,1507.0,67.0,5,Low
1200,175.3,0,5.0,128.0,Unpaved,815.0,76.0,1,Low
