engagement_id,unit_type,terrain,weather,visibility_km,target_density,contact_duration_min,rounds_planned,rounds_expended,spend_efficiency,mission_success
832,Infantry,Snow,Rain,7.5,Low,50,49,60,Over,1
833,Artillery,Snow,Fog,4.3,High,26,175,190,Efficient,1
834,SF,Forest,Clear,2.1,Low,41,251,191,Under,1
835,Infantry,Urban,Fog,3.1,High,17,172,94,Under,1
836,SF,Snow,Rain,6.5,High,69,39,81,Over,0
837,Artillery,Mountain,Fog,4.7,Medium,31,102,106,Efficient,1
838,Infantry,Snow,Overcast,4.3,Low,35,199,119,Under,1
839,SF,Forest,Overcast,5.1,Medium,59,197,293,Over,0
840,Infantry,Forest,Fog,4.4,Low,26,220,143,Under,1
841,Artillery,Urban,Clear,7.6,High,60,133,331,Over,0
842,SF,Snow,Clear,3.0,High,28,195,167,Under,1
843,Infantry,Mountain,Clear,2.8,Low,45,123,138,Efficient,1
844,Artillery,Mountain,Fog,1.7,Low,26,195,140,Under,1
845,Infantry,Desert,Clear,3.4,Medium,14,183,58,Under,1
846,Infantry,Mountain,Rain,2.3,Low,41,130,145,Efficient,1
847,Mechanized,Urban,Overcast,4.9,Low,44,273,250,Efficient,1
848,Mechanized,Urban,Rain,4.5,Low,15,77,25,Under,1
849,Artillery,Mountain,Clear,2.3,Medium,30,171,130,Under,1
850,Mechanized,Mountain,Rain,5.7,Low,53,129,169,Over,0
851,Artillery,Desert,Clear,7.5,High,44,290,432,Over,0
852,Mechanized,Mountain,Fog,5.2,Medium,29,215,174,Under,1
853,Infantry,Desert,Rain,0.2,Medium,26,141,92,Under,0
854,Artillery,Desert,Fog,8.5,High,64,163,449,Over,0
855,Artillery,Mountain,Fog,6.0,High,13,291,149,Under,1
856,Infantry,Forest,Snow,8.4,High,34,123,198,Over,0
857,Artillery,Forest,Clear,6.7,Low,13,74,22,Under,1
858,Artillery,Desert,Overcast,7.1,High,54,197,378,Over,0
859,Mechanized,Mountain,Clear,4.9,Low,34,198,162,Under,1
860,Artillery,Forest,Overcast,4.0,Medium,37,219,263,Over,1
861,SF,Mountain,Clear,5.2,Medium,76,220,569,Over,0
862,Infantry,Mountain,Fog,3.1,High,26,286,346,Over,1
863,Mechanized,Mountain,Rain,5.4,Low,61,76,129,Over,0
864,Mechanized,Snow,Rain,0.2,High,29,107,144,Over,0
865,SF,Mountain,Snow,4.6,High,31,219,299,Over,0
866,Infantry,Snow,Overcast,7.2,Low,74,113,197,Over,0
867,Infantry,Desert,Overcast,4.7,High,32,92,133,Over,0
868,Mechanized,Forest,Overcast,8.0,Medium,14,291,68,Under,1
869,Artillery,Forest,Fog,4.0,High,39,82,121,Over,0
870,Mechanized,Forest,Overcast,6.5,Low,32,158,134,Under,1
871,Infantry,Forest,Rain,2.7,Low,40,176,190,Efficient,1
872,SF,Forest,Fog,6.4,Medium,32,258,373,Over,0
873,Mechanized,Forest,Clear,5.0,Low,68,67,102,Over,0
874,Infantry,Forest,Overcast,4.1,Low,43,204,176,Under,1
875,Mechanized,Desert,Overcast,0.2,Medium,18,126,54,Under,0
876,Artillery,Mountain,Clear,4.0,High,36,217,280,Over,0
877,Mechanized,Urban,Overcast,4.9,Medium,23,125,97,Under,1
878,Mechanized,Snow,Clear,6.2,High,31,274,374,Over,0
879,Infantry,Urban,Fog,7.6,Medium,21,125,86,Under,1
880,Infantry,Urban,Rain,8.6,High,66,32,88,Over,0
881,Infantry,Mountain,Clear,7.0,Medium,24,132,82,Under,1
882,Mechanized,Mountain,Snow,3.4,High,45,164,277,Over,0
883,Artillery,Mountain,Clear,3.9,Medium,30,244,231,Efficient,1
884,SF,Forest,Overcast,6.0,High,17,104,75,Under,1
885,SF,Desert,Fog,5.5,Medium,37,105,112,Efficient,1
886,Infantry,Forest,Fog,7.8,Low,41,237,268,Efficient,1
887,Infantry,Desert,Clear,9.5,High,43,97,149,Over,0
888,Mechanized,Desert,Rain,9.0,Medium,5,169,31,Under,1
889,SF,Urban,Snow,7.5,High,16,170,111,Under,1
890,Infantry,Urban,Fog,5.6,High,49,193,271,Over,0
891,Artillery,Desert,Overcast,7.2,Medium,21,135,91,Under,1
892,Artillery,Desert,Overcast,7.8,High,38,124,160,Over,0
893,Infantry,Forest,Rain,4.2,Medium,16,200,93,Under,1
894,Infantry,Forest,Fog,3.4,Low,45,126,150,Over,1
895,SF,Urban,Clear,3.0,High,48,98,166,Over,0
896,SF,Mountain,Overcast,2.7,Low,45,253,255,Efficient,1
897,Mechanized,Desert,Rain,1.7,High,50,209,286,Over,0
898,SF,Forest,Fog,5.0,High,58,286,718,Over,0
899,Artillery,Urban,Fog,2.5,High,17,227,105,Under,1
900,Artillery,Forest,Fog,2.9,Medium,23,103,81,Under,1
901,Infantry,Desert,Fog,5.9,Low,48,185,269,Over,0
902,SF,Desert,Fog,4.9,High,51,119,192,Over,0
903,Mechanized,Snow,Overcast,5.4,Medium,24,80,55,Under,1
904,Artillery,Mountain,Rain,7.2,High,23,153,161,Efficient,1
905,Artillery,Snow,Fog,6.2,Medium,25,238,180,Under,1
906,Mechanized,Urban,Snow,7.5,High,10,196,93,Under,1
907,Mechanized,Forest,Snow,4.7,Low,15,96,22,Under,1
908,Artillery,Urban,Rain,7.7,Low,16,151,71,Under,1
909,Artillery,Desert,Clear,5.2,High,30,171,179,Efficient,1
910,Mechanized,Snow,Clear,4.8,Medium,39,78,81,Efficient,1
911,Artillery,Snow,Clear,7.4,High,41,222,376,Over,0
912,Infantry,Snow,Snow,2.8,Medium,27,166,181,Efficient,1
913,Infantry,Urban,Clear,8.5,High,27,96,102,Efficient,1
914,Mechanized,Desert,Overcast,3.9,Medium,36,93,111,Over,1
915,SF,Forest,Fog,2.1,Low,12,246,55,Under,1
916,Mechanized,Forest,Snow,5.8,High,49,157,357,Over,0
917,Mechanized,Urban,Rain,3.7,Low,54,251,318,Over,0
918,SF,Snow,Rain,8.6,Low,25,274,156,Under,1
919,SF,Mountain,Fog,3.6,High,29,241,194,Under,1
920,SF,Urban,Snow,5.1,High,53,147,355,Over,0
921,Infantry,Urban,Clear,1.6,Medium,33,30,29,Efficient,1
922,Artillery,Desert,Clear,6.1,Medium,43,198,289,Over,0
923,Infantry,Forest,Overcast,2.9,Low,33,305,249,Under,1
924,Artillery,Urban,Overcast,5.9,Medium,58,177,250,Over,0
925,Infantry,Urban,Clear,3.6,Medium,42,60,81,Over,0
926,Artillery,Snow,Rain,0.4,High,43,139,256,Over,0
927,Infantry,Snow,Rain,4.8,Medium,43,168,211,Over,0
928,SF,Mountain,Overcast,4.7,Low,26,114,64,Under,1
929,Mechanized,Desert,Fog,6.3,Medium,28,30,23,Under,1
930,Infantry,Mountain,Clear,7.6,Low,46,174,226,Over,0
931,Artillery,Snow,Overcast,8.3,High,36,132,131,Efficient,1
932,SF,Forest,Overcast,6.2,Low,17,286,116,Under,1
933,Infantry,Snow,Clear,5.1,Medium,63,186,297,Over,0
934,Infantry,Desert,Clear,1.6,High,49,208,279,Over,0
935,SF,Snow,Rain,4.9,Medium,35,172,132,Under,1
936,Infantry,Desert,Fog,4.9,High,30,185,214,Over,1
937,Mechanized,Desert,Fog,4.1,High,37,80,94,Over,1
938,Infantry,Desert,Clear,5.8,Medium,42,117,139,Over,1
939,Mechanized,Desert,Snow,6.7,Medium,5,245,53,Under,1
940,Mechanized,Desert,Overcast,2.9,High,66,192,429,Over,0
941,SF,Forest,Overcast,2.8,High,23,156,153,Efficient,1
942,Infantry,Mountain,Clear,4.2,Medium,34,209,166,Under,1
943,SF,Urban,Snow,3.3,Low,35,210,154,Under,1
944,Infantry,Mountain,Rain,1.2,Medium,64,299,465,Over,0
945,Infantry,Desert,Clear,2.5,High,33,189,206,Efficient,1
946,Artillery,Forest,Clear,2.0,Medium,58,116,251,Over,0
947,Infantry,Snow,Overcast,6.9,Low,41,173,119,Under,1
948,SF,Forest,Clear,7.9,Medium,20,216,137,Under,1
949,Mechanized,Desert,Clear,2.3,High,37,239,263,Efficient,1
950,Infantry,Forest,Clear,5.6,Medium,33,83,74,Under,1
951,Artillery,Forest,Overcast,6.2,High,18,195,98,Under,1
952,SF,Desert,Rain,1.5,High,40,126,206,Over,0
953,Infantry,Forest,Rain,4.8,Medium,35,146,154,Efficient,1
954,SF,Urban,Clear,9.6,High,43,230,428,Over,0
955,Artillery,Urban,Overcast,5.9,High,37,224,293,Over,0
956,Artillery,Forest,Rain,4.0,Low,25,139,59,Under,1
957,SF,Snow,Rain,3.4,Low,46,170,217,Over,0
958,Infantry,Desert,Rain,0.5,Low,25,147,58,Under,0
959,Mechanized,Urban,Overcast,5.4,Low,5,353,27,Under,1
960,Artillery,Snow,Overcast,8.4,High,36,196,218,Efficient,1
961,Infantry,Forest,Clear,2.9,Medium,26,129,77,Under,1
962,Infantry,Snow,Fog,0.6,High,40,259,466,Over,0
963,Mechanized,Mountain,Rain,3.2,High,64,261,604,Over,0
964,Artillery,Urban,Fog,6.3,High,65,287,903,Over,0
965,Artillery,Forest,Overcast,3.6,Medium,32,305,238,Under,1
966,Infantry,Desert,Overcast,2.9,Low,22,222,107,Under,1
967,Infantry,Forest,Overcast,4.5,High,43,159,247,Over,0
968,Mechanized,Desert,Fog,5.0,High,29,167,213,Over,0
969,Mechanized,Forest,Overcast,1.7,Low,40,162,124,Under,1
970,Artillery,Snow,Clear,4.1,High,25,155,125,Under,1
971,SF,Snow,Overcast,3.5,Medium,38,254,245,Efficient,1
972,Artillery,Snow,Snow,3.2,High,22,180,120,Under,1
973,Infantry,Mountain,Fog,2.5,High,52,238,469,Over,0
974,Artillery,Desert,Snow,6.4,Low,26,220,147,Under,1
975,SF,Snow,Overcast,3.2,High,44,114,180,Over,0
976,Mechanized,Mountain,Clear,0.5,High,16,76,39,Under,0
977,SF,Desert,Rain,5.0,Medium,46,105,177,Over,0
978,SF,Forest,Overcast,6.0,Low,20,154,68,Under,1
979,SF,Mountain,Clear,2.9,Low,38,188,140,Under,1
980,Mechanized,Urban,Fog,3.4,Medium,50,141,221,Over,0
981,SF,Mountain,Snow,3.2,High,32,222,319,Over,0
982,SF,Mountain,Snow,3.8,Low,19,148,54,Under,1
983,SF,Desert,Snow,6.7,Low,42,195,200,Efficient,1
984,Infantry,Forest,Fog,4.3,High,22,187,145,Under,1
985,SF,Urban,Clear,6.2,High,28,284,298,Efficient,1
986,Mechanized,Snow,Fog,2.6,Low,38,121,122,Efficient,1
987,SF,Snow,Snow,3.7,High,55,312,712,Over,0
988,SF,Mountain,Overcast,6.4,Low,35,144,70,Under,1
989,Mechanized,Desert,Rain,2.9,High,35,99,96,Efficient,1
990,SF,Desert,Fog,6.5,High,46,166,301,Over,0
991,Mechanized,Snow,Fog,3.2,Medium,35,374,376,Efficient,1
992,SF,Urban,Clear,3.9,High,44,233,350,Over,0
993,Mechanized,Forest,Clear,7.8,Medium,51,216,297,Over,0
994,SF,Urban,Fog,3.6,High,30,227,327,Over,0
995,SF,Forest,Snow,4.8,Low,5,133,11,Under,1
996,Infantry,Snow,Rain,5.7,Low,22,199,113,Under,1
997,Infantry,Forest,Clear,5.0,High,53,180,372,Over,0
998,SF,Desert,Snow,5.0,High,34,288,451,Over,0
999,SF,Mountain,Overcast,4.4,Low,29,173,121,Under,1
1000,Artillery,Mountain,Clear,1.9,High,52,157,307,Over,0
1001,Mechanized,Snow,Snow,5.2,Medium,33,110,110,Efficient,1
1002,Artillery,Desert,Snow,3.0,Medium,5,188,25,Under,1
1003,Infantry,Urban,Rain,6.1,Medium,12,197,51,Under,1
1004,Infantry,Desert,Rain,7.2,Medium,41,107,131,Over,1
1005,Infantry,Mountain,Overcast,0.9,Medium,33,207,153,Under,0
1006,Infantry,Mountain,Snow,7.2,High,56,193,548,Over,0
1007,SF,Desert,Snow,3.7,High,24,240,225,Efficient,1
1008,Infantry,Desert,Rain,4.2,Medium,30,252,193,Under,1
1009,SF,Mountain,Clear,2.7,High,21,185,106,Under,1
1010,SF,Urban,Clear,4.9,High,27,117,142,Over,1
1011,Infantry,Snow,Fog,4.6,Medium,6,130,24,Under,1
1012,Infantry,Snow,Rain,6.7,High,29,285,286,Efficient,1
1013,Mechanized,Desert,Fog,3.0,High,34,189,253,Over,0
1014,Artillery,Snow,Rain,7.8,High,32,284,466,Over,0
1015,Infantry,Mountain,Overcast,5.8,Medium,67,209,364,Over,0
1016,Mechanized,Mountain,Snow,4.7,High,62,225,638,Over,0
1017,Mechanized,Desert,Overcast,4.1,Low,23,236,137,Under,1
1018,Artillery,Desert,Rain,3.9,Low,5,106,10,Under,1
1019,SF,Desert,Snow,4.0,Medium,33,198,194,Efficient,1
1020,Infantry,Urban,Clear,4.8,Low,40,105,108,Efficient,1
1021,Artillery,Snow,Clear,4.1,Medium,22,162,87,Under,1
1022,Infantry,Desert,Fog,3.2,Low,22,218,126,Under,1
1023,Mechanized,Forest,Rain,4.8,Low,58,118,148,Over,0
1024,Mechanized,Forest,Rain,2.8,Low,31,213,145,Under,1
1025,SF,Mountain,Clear,5.1,Medium,44,90,100,Efficient,1
1026,Mechanized,Snow,Overcast,4.1,Medium,21,248,153,Under,1
1027,Mechanized,Desert,Snow,5.9,High,34,140,207,Over,0
1028,Artillery,Forest,Overcast,6.5,Medium,29,118,96,Under,1
1029,Infantry,Snow,Overcast,6.5,Low,24,93,68,Under,1
1030,Infantry,Mountain,Clear,5.1,Low,52,145,212,Over,0
1031,Artillery,Urban,Clear,5.4,Medium,14,65,17,Under,1
1032,SF,Snow,Clear,3.9,Medium,39,147,146,Efficient,1
1033,Infantry,Snow,Fog,5.9,Medium,29,245,314,Over,0
1034,Mechanized,Urban,Overcast,6.1,High,41,168,218,Over,0
1035,Infantry,Snow,Rain,1.4,Low,29,109,95,Under,1
1036,Mechanized,Mountain,Snow,5.3,High,48,193,363,Over,0
1037,SF,Mountain,Fog,7.2,High,20,188,150,Under,1
1038,Artillery,Urban,Rain,3.8,Low,52,297,418,Over,0
1039,Infantry,Desert,Overcast,3.4,Low,34,227,161,Under,1
1040,Artillery,Forest,Clear,3.7,Medium,15,198,86,Under,1
1041,Infantry,Desert,Overcast,1.5,Medium,45,234,335,Over,0
1042,Mechanized,Snow,Snow,4.8,High,32,171,253,Over,0
1043,Artillery,Forest,Fog,4.6,Medium,9,175,51,Under,1
1044,Infantry,Urban,Fog,4.9,Medium,39,279,434,Over,0
1045,Mechanized,Urban,Snow,5.3,Low,50,81,122,Over,0
1046,Artillery,Forest,Rain,2.9,Low,54,238,270,Efficient,1
1047,Artillery,Mountain,Rain,5.0,Medium,29,173,199,Over,1
1048,Infantry,Forest,Fog,5.4,Low,37,162,169,Efficient,1
1049,Infantry,Snow,Fog,3.5,Medium,35,146,154,Efficient,1
1050,Infantry,Mountain,Clear,5.3,Low,57,189,167,Under,1
1051,Mechanized,Urban,Rain,4.7,Low,22,177,75,Under,1
1052,Infantry,Forest,Snow,3.2,Low,28,155,141,Efficient,1
1053,Artillery,Desert,Rain,5.1,Low,22,137,93,Under,1
1054,Artillery,Desert,Clear,3.9,Medium,13,65,23,Under,1
1055,Infantry,Snow,Fog,5.9,High,38,136,153,Efficient,1
1056,Infantry,Desert,Fog,4.0,Low,59,149,185,Over,1
1057,SF,Forest,Clear,1.9,Medium,32,189,121,Under,1
1058,Artillery,Forest,Snow,5.0,Medium,21,297,156,Under,1
1059,Mechanized,Desert,Fog,5.0,Low,37,143,176,Over,1
1060,SF,Forest,Overcast,2.3,High,43,118,216,Over,0
1061,Infantry,Snow,Fog,6.0,Low,32,137,94,Under,1
1062,Infantry,Mountain,Overcast,5.9,Medium,56,189,292,Over,0
1063,Artillery,Snow,Clear,2.8,High,22,215,128,Under,1
1064,Infantry,Snow,Clear,3.2,Medium,30,223,180,Under,1
1065,Mechanized,Forest,Fog,4.2,Low,39,229,281,Over,1
1066,Artillery,Mountain,Rain,3.0,High,40,238,409,Over,0
1067,Infantry,Forest,Overcast,5.8,Medium,35,163,176,Efficient,1
1068,Artillery,Urban,Snow,4.8,Medium,15,303,146,Under,1
1069,Infantry,Forest,Fog,2.3,Medium,70,158,402,Over,0
1070,Infantry,Forest,Snow,2.9,Low,31,186,163,Under,1
1071,Infantry,Forest,Fog,6.9,High,36,257,403,Over,0
1072,Mechanized,Mountain,Rain,7.6,Low,44,213,234,Efficient,1
1073,Mechanized,Forest,Rain,5.6,Low,25,45,29,Under,1
1074,Artillery,Mountain,Rain,4.1,Low,35,180,158,Under,1
1075,Infantry,Desert,Rain,3.6,High,24,231,190,Under,1
1076,Infantry,Urban,Clear,5.6,Low,41,99,80,Under,1
1077,Mechanized,Mountain,Clear,4.7,Low,30,225,127,Under,1
1078,Infantry,Desert,Overcast,1.3,Low,39,203,139,Under,1
1079,Mechanized,Mountain,Snow,6.6,Low,19,251,126,Under,1
1080,Infantry,Mountain,Fog,7.2,Medium,22,138,95,Under,1
1081,Artillery,Urban,Fog,6.0,Low,14,239,78,Under,1
1082,Infantry,Snow,Clear,2.3,Medium,24,189,108,Under,1
1083,Infantry,Snow,Fog,3.2,Low,5,285,36,Under,1
1084,SF,Mountain,Clear,0.8,High,30,347,407,Over,0
1085,Mechanized,Forest,Overcast,7.7,Medium,26,272,200,Under,1
1086,Infantry,Desert,Snow,3.8,Medium,37,208,249,Over,1
1087,Infantry,Forest,Overcast,9.2,Medium,35,319,278,Under,1
1088,SF,Forest,Rain,8.4,Medium,53,216,356,Over,0
1089,SF,Mountain,Rain,2.7,High,73,125,396,Over,0
1090,Mechanized,Mountain,Rain,3.1,Low,52,177,252,Over,0
1091,SF,Mountain,Overcast,5.4,Medium,28,225,197,Under,1
1092,Artillery,Mountain,Fog,1.0,High,27,229,264,Over,0
1093,SF,Snow,Snow,3.6,Medium,48,112,187,Over,0
1094,Artillery,Mountain,Rain,3.4,Low,9,114,25,Under,1
1095,Mechanized,Snow,Rain,8.2,Medium,30,159,158,Efficient,1
1096,Mechanized,Snow,Rain,4.8,High,31,212,234,Efficient,1
1097,Mechanized,Mountain,Snow,3.9,Low,43,219,250,Efficient,1
1098,Mechanized,Urban,Rain,3.2,High,44,188,317,Over,0
1099,Mechanized,Desert,Snow,6.3,Low,23,129,88,Under,1
1100,Artillery,Forest,Rain,3.5,Low,28,284,192,Under,1
1101,Artillery,Snow,Overcast,4.4,Low,41,115,134,Over,1
1102,Mechanized,Desert,Overcast,3.2,Medium,23,258,128,Under,1
1103,SF,Urban,Snow,1.5,High,53,224,520,Over,0
1104,Infantry,Forest,Overcast,2.5,High,44,256,366,Over,0
1105,Mechanized,Forest,Snow,3.5,High,37,153,230,Over,0
1106,SF,Snow,Overcast,4.0,Low,40,171,128,Under,1
1107,Infantry,Mountain,Overcast,4.1,Medium,27,183,152,Under,1
1108,Mechanized,Urban,Snow,4.3,Low,25,151,109,Under,1
1109,Mechanized,Snow,Fog,3.5,High,28,193,237,Over,1
1110,Artillery,Urban,Overcast,7.2,Medium,42,274,332,Over,1
1111,Infantry,Mountain,Rain,6.4,Medium,38,102,115,Efficient,1
1112,Infantry,Mountain,Fog,4.2,Medium,28,140,122,Under,1
1113,SF,Snow,Snow,5.0,High,46,134,273,Over,0
1114,Artillery,Mountain,Fog,3.8,Medium,32,174,122,Under,1
1115,Artillery,Desert,Clear,0.2,Medium,24,171,119,Under,0
1116,Artillery,Forest,Clear,4.5,Low,38,226,258,Efficient,1
1117,Artillery,Snow,Overcast,5.1,Low,19,182,80,Under,1
1118,Infantry,Urban,Overcast,1.3,Medium,9,198,43,Under,1
1119,Infantry,Desert,Rain,5.5,Medium,34,203,207,Efficient,1
1120,Mechanized,Snow,Fog,3.9,Low,25,194,134,Under,1
1121,Mechanized,Mountain,Clear,5.2,Low,31,222,147,Under,1
1122,Artillery,Mountain,Overcast,4.0,Low,20,172,83,Under,1
1123,Artillery,Mountain,Fog,7.0,High,53,278,591,Over,0
1124,Artillery,Mountain,Overcast,5.0,High,25,332,355,Efficient,1
1125,Mechanized,Urban,Overcast,6.5,Low,28,222,173,Under,1
1126,SF,Desert,Clear,6.7,Medium,40,193,209,Efficient,1
1127,SF,Forest,Clear,2.3,Low,14,217,63,Under,1
1128,Mechanized,Urban,Overcast,3.0,High,13,113,48,Under,1
1129,Mechanized,Urban,Snow,5.4,Medium,40,190,254,Over,0
1130,Mechanized,Forest,Overcast,3.8,High,28,136,109,Under,1
1131,Mechanized,Forest,Overcast,4.0,Medium,21,210,99,Under,1
1132,Mechanized,Mountain,Rain,7.1,High,44,136,280,Over,0
1133,Mechanized,Urban,Rain,3.9,Medium,22,159,122,Under,1
1134,Artillery,Snow,Rain,2.6,Medium,30,67,68,Efficient,1
1135,Artillery,Forest,Snow,2.8,Medium,21,109,73,Under,1
1136,Artillery,Forest,Snow,8.9,Medium,39,201,356,Over,0
1137,Artillery,Desert,Overcast,4.1,High,54,127,229,Over,0
1138,Mechanized,Snow,Rain,1.8,High,7,243,69,Under,1
1139,SF,Snow,Snow,1.0,Medium,36,122,108,Under,0
1140,Infantry,Forest,Clear,3.3,Medium,47,207,254,Over,1
1141,Mechanized,Mountain,Overcast,4.1,High,28,134,123,Efficient,1
1142,Infantry,Desert,Fog,6.4,Medium,18,203,118,Under,1
1143,SF,Snow,Overcast,6.2,Medium,41,87,79,Efficient,1
1144,Artillery,Forest,Fog,4.5,Medium,50,152,266,Over,0
1145,SF,Snow,Rain,3.6,Low,48,129,171,Over,0
1146,Mechanized,Desert,Fog,5.2,Medium,40,232,264,Efficient,1
1147,Artillery,Desert,Rain,1.0,Low,36,207,141,Under,1
1148,Mechanized,Urban,Clear,8.5,Medium,21,106,57,Under,1
1149,Artillery,Forest,Fog,5.8,High,47,167,341,Over,0
1150,Infantry,Desert,Overcast,6.2,Low,47,133,126,Efficient,1
1151,Infantry,Urban,Rain,2.4,Low,17,237,92,Under,1
1152,Infantry,Urban,Overcast,7.1,Medium,40,256,241,Efficient,1
1153,SF,Snow,Snow,3.6,Medium,44,93,173,Over,0
1154,Mechanized,Snow,Rain,2.6,Low,48,229,261,Efficient,1
1155,SF,Urban,Fog,4.4,High,33,130,199,Over,0
1156,Infantry,Snow,Rain,4.4,High,22,164,146,Under,1
1157,Mechanized,Desert,Overcast,2.3,Medium,27,181,126,Under,1
1158,Infantry,Mountain,Clear,2.7,High,19,288,180,Under,1
1159,SF,Desert,Rain,2.6,High,34,119,132,Efficient,1
1160,SF,Urban,Fog,2.6,Medium,31,230,204,Under,1
1161,SF,Urban,Snow,3.7,High,67,109,253,Over,0
1162,Infantry,Desert,Clear,1.7,Medium,48,105,110,Efficient,1
1163,Mechanized,Snow,Snow,3.1,Low,49,181,301,Over,0
1164,Mechanized,Snow,Rain,6.6,Medium,42,181,248,Over,0
1165,Infantry,Urban,Overcast,6.1,Low,29,30,23,Under,1
1166,Mechanized,Forest,Overcast,2.4,Low,30,249,137,Under,1
1167,Infantry,Snow,Fog,6.4,High,32,51,54,Efficient,1
1168,Mechanized,Desert,Overcast,0.6,High,37,171,171,Efficient,0
1169,Artillery,Snow,Clear,9.4,High,40,259,360,Over,0
1170,Artillery,Desert,Overcast,7.1,Medium,35,312,309,Efficient,1
1171,SF,Urban,Fog,3.4,High,30,158,180,Efficient,1
1172,Artillery,Snow,Rain,5.3,Low,26,94,53,Under,1
1173,Artillery,Desert,Rain,1.7,High,14,257,132,Under,1
1174,Artillery,Urban,Overcast,4.6,High,54,231,433,Over,0
1175,Infantry,Forest,Snow,4.1,Medium,68,150,371,Over,0
1176,Artillery,Desert,Rain,2.8,Medium,52,143,268,Over,0
1177,Artillery,Forest,Overcast,3.6,Low,16,136,43,Under,1
1178,SF,Forest,Fog,3.4,Medium,46,159,269,Over,0
1179,Artillery,Mountain,Overcast,2.2,High,50,198,325,Over,0
1180,Artillery,Snow,Rain,2.8,Medium,28,146,93,Under,1
1181,Mechanized,Desert,Fog,1.6,Low,42,153,197,Over,0
1182,SF,Forest,Overcast,6.2,High,28,218,284,Over,0
1183,SF,Mountain,Clear,2.6,Low,57,91,121,Over,0
1184,SF,Urban,Fog,2.1,Medium,40,157,194,Over,1
1185,SF,Desert,Clear,6.2,Medium,21,79,45,Under,1
1186,SF,Forest,Snow,5.2,Low,45,186,208,Efficient,1
1187,SF,Snow,Fog,6.1,High,50,63,151,Over,0
1188,Infantry,Mountain,Clear,6.3,Medium,37,233,244,Efficient,1
1189,Artillery,Forest,Rain,8.4,Medium,42,101,170,Over,0
1190,SF,Snow,Rain,4.2,High,33,73,91,Over,1
1191,Artillery,Forest,Snow,1.6,Medium,17,158,79,Under,1
1192,Artillery,Desert,Fog,5.0,Low,32,282,210,Under,1
1193,Infantry,Desert,Fog,3.2,Medium,42,222,257,Over,1
1194,SF,Desert,Fog,2.6,Medium,33,64,70,Efficient,1
1195,Mechanized,Mountain,Snow,4.7,High,47,99,155,Over,0
1196,Infantry,Desert,Fog,6.2,Low,29,156,103,Under,1
1197,Mechanized,Snow,Rain,2.8,High,30,314,417,Over,0
1198,Artillery,Forest,Clear,7.0,Medium,47,123,142,Over,1
1199,Artillery,Urban,Rain,2.5,Medium,38,124,156,Over,0
1200,Infantry,Snow,Rain,4.0,High,28,271,197,Under,1
