scenario_id,terrain,weapon,distance_to_target_m,enemy_cover,suppression_needed,visibility_km,recommended_mode
1044,Forest,Rifle,181,Low,1,4.2,Single
1045,Forest,LMG,64,Medium,1,2.1,Suppressive
1046,Open,LMG,151,Medium,0,1.1,Suppressive
1047,Mountain,Rifle,170,High,0,7.3,Single
1048,Open,LMG,105,Low,1,3.2,Suppressive
1049,BuiltUp,Mortar,490,High,1,3.4,Smoke
1050,Open,Mortar,462,High,0,4.3,Smoke
1051,BuiltUp,MMG,488,Low,0,8.3,Single
1052,Forest,LMG,276,High,0,4.7,Suppressive
1053,Open,MMG,292,Low,0,6.9,Single
1054,Open,MMG,152,Low,0,4.4,Single
1055,Snow,MMG,122,Medium,0,1.8,Suppressive
1056,Forest,LMG,253,High,0,2.6,Suppressive
1057,Snow,MMG,347,Medium,1,5.0,Suppressive
1058,BuiltUp,Mortar,429,High,0,5.2,Smoke
1059,BuiltUp,MMG,168,High,0,6.1,Suppressive
1060,Forest,Mortar,62,Medium,1,6.1,Burst
1061,BuiltUp,Mortar,360,Medium,1,6.8,Single
1062,Forest,LMG,30,Medium,1,3.5,Suppressive
1063,BuiltUp,MMG,244,Low,0,8.7,Single
1064,Mountain,LMG,263,High,0,8.8,Suppressive
1065,Open,Mortar,193,Low,1,4.0,Single
1066,Mountain,Rifle,30,High,1,3.4,Burst
1067,Forest,MMG,195,High,1,1.4,Suppressive
1068,Forest,LMG,496,Low,0,5.3,Single
1069,Mountain,Rifle,338,Low,1,5.9,Single
1070,Open,MMG,424,High,0,3.8,Suppressive
1071,Open,MMG,67,Medium,0,5.6,Suppressive
1072,Snow,LMG,288,Medium,0,2.2,Suppressive
1073,BuiltUp,Rifle,263,Medium,0,6.9,Single
1074,Snow,LMG,266,Medium,1,3.9,Suppressive
1075,Open,MMG,333,High,1,5.6,Suppressive
1076,Mountain,MMG,272,Medium,1,5.4,Suppressive
1077,BuiltUp,Mortar,71,Medium,0,1.1,Burst
1078,Mountain,MMG,341,Medium,1,6.7,Suppressive
1079,Snow,MMG,376,High,0,3.4,Suppressive
1080,Forest,Rifle,447,Low,0,5.4,Single
1081,Mountain,Rifle,454,Medium,0,2.2,Single
1082,Snow,Mortar,321,High,1,4.0,Single
1083,Snow,Mortar,78,High,0,5.7,Burst
1084,Snow,Mortar,30,Medium,0,2.8,Burst
1085,Forest,LMG,215,Low,1,3.0,Suppressive
1086,Forest,LMG,387,Low,1,5.3,Suppressive
1087,Forest,Mortar,378,Low,1,4.7,Single
1088,BuiltUp,LMG,291,High,0,5.7,Suppressive
1089,Forest,MMG,244,Medium,0,4.3,Suppressive
1090,Forest,Mortar,535,Medium,1,6.3,Smoke
1091,Forest,Mortar,336,High,0,3.9,Single
1092,Mountain,LMG,236,Medium,0,6.2,Suppressive
1093,Forest,Rifle,153,Medium,1,3.2,Single
1094,BuiltUp,Mortar,98,Low,1,3.8,Burst
1095,Snow,LMG,83,Medium,1,6.5,Suppressive
1096,Mountain,LMG,98,Medium,1,4.0,Suppressive
1097,Open,Rifle,292,High,1,2.7,Single
1098,Forest,Mortar,247,High,1,8.5,Single
1099,Snow,Rifle,201,Low,1,4.9,Single
1100,Snow,MMG,360,High,1,5.9,Suppressive
1101,Mountain,Rifle,521,Low,0,0.5,Single
1102,Open,Rifle,126,Low,0,7.7,Single
1103,BuiltUp,LMG,148,Medium,0,10.3,Suppressive
1104,Snow,Rifle,30,Low,0,7.5,Burst
1105,Snow,MMG,246,Medium,0,7.8,Suppressive
1106,Snow,LMG,230,Low,0,4.2,Single
1107,Snow,MMG,383,High,0,5.5,Suppressive
1108,Mountain,Rifle,236,High,0,6.0,Single
1109,Open,MMG,161,High,0,3.6,Suppressive
1110,Snow,MMG,278,Low,0,4.8,Single
1111,BuiltUp,Rifle,333,Low,0,3.0,Single
1112,BuiltUp,Rifle,30,Medium,1,4.2,Burst
1113,Forest,LMG,401,Medium,0,6.7,Suppressive
1114,Snow,LMG,445,Medium,1,1.5,Suppressive
1115,Snow,Mortar,332,Medium,0,6.9,Single
1116,Snow,LMG,109,Low,1,1.8,Suppressive
1117,Snow,Rifle,201,Low,0,5.1,Single
1118,Snow,MMG,427,Medium,1,5.3,Suppressive
1119,BuiltUp,MMG,103,Low,0,6.1,Burst
1120,Open,LMG,344,Low,1,4.6,Suppressive
1121,Open,LMG,242,Low,0,2.9,Single
1122,Forest,Rifle,274,Low,1,5.4,Single
1123,BuiltUp,MMG,124,Medium,0,9.3,Suppressive
1124,Snow,Mortar,299,Medium,1,5.0,Single
1125,Open,Mortar,288,Low,1,3.2,Single
1126,Mountain,LMG,30,High,1,4.1,Suppressive
1127,Mountain,Mortar,249,Medium,1,5.3,Single
1128,Mountain,Rifle,342,Medium,1,4.5,Single
1129,Snow,Mortar,192,High,1,4.2,Single
1130,Snow,LMG,30,Medium,1,7.7,Suppressive
1131,Forest,Rifle,232,High,1,6.0,Single
1132,Forest,MMG,469,High,0,4.8,Suppressive
1133,Forest,Rifle,198,Low,0,4.8,Single
1134,Mountain,LMG,464,Medium,0,5.3,Suppressive
1135,Snow,LMG,128,High,1,6.1,Suppressive
1136,Mountain,Mortar,75,Low,1,7.6,Burst
1137,Forest,Mortar,249,Medium,0,4.2,Single
1138,Snow,MMG,126,Low,0,3.0,Single
1139,BuiltUp,MMG,299,Low,1,3.9,Suppressive
1140,Open,LMG,194,High,1,3.2,Suppressive
1141,Open,LMG,471,Medium,0,1.9,Suppressive
1142,Forest,LMG,183,Low,1,7.8,Suppressive
1143,Mountain,MMG,263,High,0,6.7,Suppressive
1144,BuiltUp,LMG,339,High,1,0.4,Suppressive
1145,Snow,MMG,393,Low,0,5.4,Single
1146,Mountain,LMG,471,Low,0,4.2,Single
1147,Forest,Rifle,214,High,1,4.0,Single
1148,Mountain,Rifle,190,Low,0,0.3,Single
1149,Forest,LMG,30,Low,1,4.9,Suppressive
1150,Open,Rifle,556,Medium,1,5.2,Single
1151,Open,MMG,304,High,1,2.6,Suppressive
1152,Mountain,Mortar,362,Low,1,8.2,Single
1153,BuiltUp,Rifle,333,High,1,6.6,Single
1154,Snow,Mortar,257,Medium,0,2.9,Single
1155,Forest,Rifle,302,High,1,7.0,Single
1156,Snow,MMG,166,High,1,4.1,Suppressive
1157,Open,Rifle,204,High,0,7.1,Single
1158,BuiltUp,Rifle,107,Medium,1,2.1,Burst
1159,BuiltUp,LMG,483,Medium,0,5.3,Suppressive
1160,Snow,Mortar,334,High,1,2.6,Single
1161,Open,Mortar,546,High,0,3.3,Smoke
1162,Snow,MMG,594,Medium,1,1.1,Suppressive
1163,Mountain,MMG,39,Low,1,2.5,Suppressive
1164,BuiltUp,Mortar,397,Medium,1,2.5,Single
1165,BuiltUp,LMG,46,High,1,2.3,Suppressive
1166,Mountain,LMG,276,Low,1,5.4,Suppressive
1167,Open,Mortar,297,Low,0,1.5,Single
1168,BuiltUp,Rifle,56,Low,0,5.6,Burst
1169,Forest,Mortar,139,Medium,1,7.0,Single
1170,Forest,Rifle,304,Medium,0,3.2,Single
1171,Open,Mortar,276,Medium,1,4.8,Single
1172,Mountain,Rifle,97,Medium,1,4.3,Burst
1173,Snow,LMG,145,High,1,4.2,Suppressive
1174,Open,Mortar,30,Low,0,0.3,Single
1175,Snow,MMG,69,High,1,2.7,Suppressive
1176,Open,Rifle,194,Medium,0,7.9,Single
1177,Forest,LMG,398,Medium,1,5.6,Suppressive
1178,Mountain,MMG,417,High,1,4.5,Suppressive
1179,Forest,LMG,525,Low,0,1.0,Single
1180,Mountain,Rifle,313,Low,1,6.2,Single
1181,Snow,Mortar,278,Medium,0,3.2,Single
1182,Open,LMG,324,Medium,1,2.5,Suppressive
1183,BuiltUp,Mortar,322,Medium,1,2.7,Single
1184,BuiltUp,Mortar,30,Medium,1,6.0,Burst
1185,Mountain,LMG,533,Low,0,4.9,Single
1186,Mountain,LMG,30,High,1,6.7,Suppressive
1187,Forest,LMG,422,Low,0,7.3,Single
1188,BuiltUp,Mortar,258,High,1,3.5,Single
1189,Forest,MMG,86,Medium,1,4.9,Suppressive
1190,Snow,Rifle,329,Medium,0,4.4,Single
1191,BuiltUp,MMG,232,High,1,2.3,Suppressive
1192,Snow,Mortar,147,Medium,1,2.6,Single
1193,Open,LMG,42,Low,0,4.7,Burst
1194,Forest,LMG,30,Medium,0,4.9,Suppressive
1195,Mountain,Rifle,158,Medium,0,4.9,Single
1196,BuiltUp,Rifle,191,Medium,1,4.9,Single
1197,Forest,MMG,68,Medium,0,3.4,Suppressive
1198,Mountain,MMG,255,Low,0,9.2,Single
1199,Open,Rifle,89,High,1,5.5,Burst
1200,BuiltUp,Mortar,304,Medium,0,3.8,Single
