patrol_id,unit,duration_min,distance_km,avg_speed_kmph,halts_count,comms_silence_gaps_min,heart_rate_avg,deviation_from_plan_m,anomaly_label
841,RifleCoy,298,16.4,3.3,9,14.5,128.1,63.5,0
842,SF,267,22.6,5.09,7,3.9,117.0,0.0,0
843,RifleCoy,348,20.1,3.46,7,1.8,104.6,37.0,0
844,SF,227,18.0,4.75,3,1.9,101.2,0.0,0
845,RifleCoy,242,8.6,2.13,6,4.1,113.4,87.3,0
846,SF,287,8.5,1.77,3,4.6,108.7,87.0,0
847,RR,291,7.6,1.57,6,2.9,106.4,151.2,0
848,RifleCoy,259,11.2,2.61,10,10.8,110.1,189.8,0
849,RifleCoy,144,2.4,1.01,3,2.8,105.9,194.7,1
850,RR,133,18.8,8.0,7,1.6,86.5,18.5,1
851,RR,216,6.9,1.91,8,0.0,109.1,117.2,0
852,RifleCoy,241,6.3,1.56,6,17.6,109.7,127.8,0
853,RifleCoy,127,10.0,4.71,11,8.7,112.0,48.6,0
854,RifleCoy,238,5.3,1.33,2,4.8,94.9,97.2,0
855,AssamRifles,279,15.2,3.27,6,8.9,98.0,104.0,0
856,SF,236,7.2,1.82,8,8.3,134.6,50.9,0
857,RR,257,14.5,3.39,2,13.4,98.9,156.9,0
858,RR,275,16.6,3.63,4,2.4,117.6,94.1,0
859,SF,143,9.3,3.88,7,4.0,98.0,69.7,0
860,RR,279,8.4,1.81,3,0.5,81.6,6.6,0
861,RR,195,8.0,2.46,6,16.8,108.4,149.1,0
862,RifleCoy,225,6.6,1.76,5,21.0,119.2,84.5,0
863,RR,200,9.9,2.97,11,7.8,105.0,84.7,0
864,AssamRifles,304,12.3,2.43,5,3.0,80.1,29.2,0
865,AssamRifles,169,5.1,1.81,9,3.4,76.5,133.6,0
866,RifleCoy,322,8.8,1.64,10,2.9,127.3,11.9,0
867,RifleCoy,383,12.8,2.0,2,1.7,109.8,0.0,0
868,RR,146,12.2,5.0,3,3.8,119.1,37.5,0
869,RifleCoy,204,2.0,1.0,6,0.3,113.5,100.8,1
870,RifleCoy,276,15.2,3.3,8,24.1,92.7,100.3,0
871,SF,180,18.2,6.06,3,2.8,106.2,88.4,0
872,RifleCoy,223,9.1,2.46,5,13.1,84.5,69.7,1
873,AssamRifles,250,3.3,1.0,4,6.4,124.2,89.5,1
874,RR,197,8.2,2.49,5,1.7,114.8,251.6,0
875,RifleCoy,244,8.0,1.97,10,1.3,121.1,95.0,0
876,SF,296,18.0,3.65,6,27.2,129.4,54.7,0
877,RR,235,6.5,1.67,8,7.4,104.7,73.7,0
878,RR,177,10.2,3.46,10,1.4,98.9,67.6,0
879,RR,309,20.4,3.96,9,0.3,108.4,84.2,0
880,SF,323,12.8,2.38,9,6.0,129.0,25.3,0
881,AssamRifles,262,13.0,2.97,6,1.8,86.5,127.9,0
882,SF,181,11.5,3.81,3,1.3,110.3,97.8,0
883,SF,187,16.9,5.42,6,6.6,122.1,32.7,0
884,RR,97,14.0,8.0,11,5.7,114.6,141.2,1
885,SF,204,21.3,6.26,2,3.3,126.1,0.0,0
886,RR,303,21.8,4.32,8,14.3,87.0,209.2,0
887,RifleCoy,198,13.6,4.11,6,5.7,126.3,193.1,0
888,RifleCoy,182,11.8,3.89,8,11.2,100.6,183.5,0
889,SF,301,12.8,2.56,10,1.1,78.6,50.2,0
890,AssamRifles,309,9.2,1.78,7,1.8,105.1,94.4,1
891,RR,207,12.7,3.67,3,0.6,97.4,42.7,0
892,SF,270,4.8,1.06,14,1.8,107.5,105.8,1
893,SF,187,8.4,2.71,2,17.8,87.2,81.1,0
894,AssamRifles,219,15.9,4.37,6,16.5,108.2,52.4,0
895,RR,130,14.7,6.78,8,7.1,101.4,51.7,1
896,SF,261,11.4,2.61,5,3.7,139.8,84.9,0
897,AssamRifles,233,14.1,3.63,8,7.6,112.6,256.2,0
898,RR,199,19.5,5.89,3,4.0,113.4,158.3,0
899,RifleCoy,234,10.1,2.58,7,0.0,106.6,85.1,0
900,AssamRifles,227,4.8,1.28,3,3.5,128.7,69.1,0
901,SF,190,15.1,4.78,9,4.6,117.3,117.4,1
902,RifleCoy,263,14.7,3.35,8,1.5,132.7,43.2,0
903,RR,222,15.8,4.27,3,1.1,125.8,66.3,0
904,AssamRifles,231,6.0,1.56,4,1.6,104.2,0.0,0
905,RifleCoy,152,4.5,1.78,6,4.9,120.9,85.5,0
906,RifleCoy,232,13.3,3.45,6,0.8,122.2,87.0,0
907,SF,229,13.0,3.4,9,6.4,124.2,47.4,0
908,RifleCoy,190,10.2,3.23,8,2.7,116.0,107.1,0
909,SF,271,19.2,4.26,12,2.2,89.8,87.5,0
910,RR,113,12.0,6.35,8,8.2,109.6,48.1,0
911,SF,211,18.2,5.16,8,3.5,111.7,129.4,0
912,AssamRifles,258,16.4,3.81,7,2.4,111.1,69.2,0
913,RifleCoy,365,6.6,1.08,5,10.5,127.2,17.2,1
914,RR,158,7.6,2.87,8,2.3,100.4,0.0,0
915,SF,245,5.6,1.37,5,9.8,112.0,166.1,0
916,SF,272,14.2,3.12,3,3.5,109.0,87.6,0
917,SF,243,12.5,3.08,4,1.2,120.3,85.0,0
918,RR,166,18.8,6.78,7,4.7,137.2,77.4,1
919,RR,210,15.0,4.28,3,1.7,119.3,153.1,0
920,AssamRifles,93,5.5,3.55,8,0.8,118.3,88.6,0
921,RR,240,9.7,2.42,4,0.5,94.7,172.9,0
922,SF,155,2.0,1.0,15,1.4,86.8,88.7,1
923,RR,267,13.5,3.03,6,6.7,113.8,0.0,0
924,SF,200,26.0,7.79,10,9.1,107.2,156.0,1
925,AssamRifles,195,12.7,3.89,6,9.9,116.9,98.9,0
926,AssamRifles,249,13.0,3.13,4,1.6,100.8,49.6,0
927,SF,255,11.9,2.8,6,5.4,131.0,64.6,0
928,RR,292,13.8,2.83,9,1.3,92.1,61.5,0
929,RR,224,11.2,3.01,3,4.9,107.1,5.5,0
930,RifleCoy,233,15.1,3.89,7,10.9,104.1,132.6,1
931,AssamRifles,156,8.1,3.13,6,0.2,126.5,53.2,0
932,AssamRifles,326,8.3,1.54,6,21.1,106.5,27.9,0
933,SF,183,5.5,1.82,1,8.8,101.3,337.9,0
934,RifleCoy,283,11.8,2.51,6,7.2,111.2,10.8,0
935,RR,283,6.5,1.37,7,5.9,98.2,74.7,0
936,SF,263,19.3,4.39,7,7.4,109.7,0.0,0
937,RR,225,9.8,2.63,8,26.1,108.1,155.3,0
938,RR,218,2.2,1.0,10,7.4,153.3,63.1,1
939,RR,236,6.3,1.61,5,2.2,103.1,129.0,0
940,RifleCoy,125,12.7,6.08,11,4.8,108.7,23.4,0
941,AssamRifles,238,15.3,3.85,4,2.1,113.3,0.0,0
942,AssamRifles,329,13.8,2.51,5,17.5,114.1,35.2,0
943,RR,226,7.9,2.09,7,11.5,125.6,160.7,0
944,RifleCoy,238,9.1,2.31,7,4.2,138.8,114.6,0
945,RR,178,8.6,2.88,9,7.6,98.0,0.0,0
946,RR,251,14.8,3.55,3,12.0,116.6,0.0,0
947,SF,193,12.6,3.91,5,1.4,107.5,60.7,0
948,RifleCoy,290,9.8,2.02,6,4.3,115.0,145.5,0
949,RifleCoy,308,8.7,1.7,2,3.3,126.7,34.5,0
950,AssamRifles,321,9.4,1.75,6,7.4,134.4,144.6,0
951,AssamRifles,153,12.0,4.72,5,2.4,123.1,87.6,0
952,RR,283,18.7,3.97,3,6.2,114.7,185.2,0
953,SF,278,12.9,2.79,9,2.6,125.4,39.3,0
954,SF,215,10.3,2.88,5,0.6,97.4,76.4,0
955,SF,311,9.9,1.92,2,0.6,99.1,40.7,0
956,RR,264,20.5,4.66,8,0.6,112.5,139.1,0
957,AssamRifles,322,16.1,3.0,2,0.2,127.5,115.4,0
958,RifleCoy,163,16.9,6.22,2,3.8,105.6,0.0,0
959,RR,197,15.7,4.79,5,5.6,107.1,121.5,1
960,SF,245,11.8,2.88,3,0.7,80.3,0.0,0
961,SF,310,18.0,3.48,6,4.7,145.8,25.3,0
962,RR,267,4.7,1.05,5,4.6,106.6,124.7,1
963,SF,183,19.8,6.48,6,0.8,70.0,4.7,0
964,RifleCoy,346,15.7,2.72,8,2.6,112.5,57.7,0
965,RR,222,14.4,3.9,3,7.0,117.1,125.6,0
966,RifleCoy,185,8.2,2.66,10,0.1,106.6,104.9,0
967,AssamRifles,193,16.7,5.18,4,0.8,96.3,101.4,0
968,SF,160,17.7,6.65,4,27.4,123.5,127.5,1
969,SF,105,8.5,4.84,2,6.6,121.7,158.4,0
970,AssamRifles,233,8.6,2.22,5,3.1,117.9,5.6,0
971,AssamRifles,146,6.8,2.81,3,5.0,98.5,100.0,0
972,AssamRifles,258,14.7,3.43,5,9.4,100.9,137.9,0
973,SF,299,11.5,2.31,5,9.2,104.7,126.1,0
974,AssamRifles,262,22.6,5.18,5,2.0,103.8,70.4,0
975,RR,242,4.3,1.07,3,3.4,119.4,67.0,1
976,AssamRifles,147,7.6,3.12,6,5.1,104.1,129.5,0
977,RR,290,12.1,2.5,10,0.4,95.8,92.8,0
978,RR,356,15.3,2.58,1,14.6,116.3,145.6,0
979,RifleCoy,324,15.1,2.8,7,2.8,145.6,86.6,0
980,RR,160,12.4,4.66,3,2.3,98.2,57.6,0
981,RR,235,13.8,3.51,3,11.9,99.4,0.0,0
982,AssamRifles,223,12.6,3.39,4,0.6,108.2,66.2,0
983,SF,216,17.2,4.79,10,0.2,121.3,6.1,0
984,AssamRifles,241,9.2,2.3,10,5.8,118.5,0.0,0
985,RifleCoy,369,9.8,1.59,2,2.4,108.2,28.1,0
986,RifleCoy,246,15.4,3.77,4,7.2,103.5,122.2,0
987,SF,213,19.9,5.59,6,0.4,141.5,65.5,0
988,RR,257,8.8,2.06,6,2.4,127.2,90.7,1
989,RifleCoy,161,13.2,4.92,7,1.3,136.0,120.4,0
990,SF,197,10.1,3.08,4,6.7,120.5,77.9,0
991,AssamRifles,299,14.8,2.96,6,1.3,108.6,38.7,0
992,AssamRifles,251,3.8,1.0,6,3.1,116.0,53.2,1
993,AssamRifles,366,10.3,1.68,8,8.5,137.1,126.3,0
994,RR,256,9.1,2.14,10,12.3,117.7,78.4,0
995,RR,165,10.3,3.74,3,6.4,84.2,0.0,0
996,SF,144,2.0,1.0,3,2.8,131.0,58.8,1
997,RifleCoy,300,22.1,4.42,4,4.2,132.5,111.9,0
998,AssamRifles,177,2.0,1.0,5,5.9,128.6,91.0,1
999,RR,172,14.4,5.02,4,10.4,89.9,18.8,0
1000,RR,209,5.5,1.59,8,11.0,115.8,35.2,0
1001,RifleCoy,299,5.8,1.16,10,13.4,125.4,0.0,1
1002,AssamRifles,217,12.7,3.51,7,8.3,110.2,113.0,0
1003,AssamRifles,189,15.5,4.91,5,0.8,115.7,117.3,0
1004,RifleCoy,312,6.6,1.27,7,6.9,118.4,72.0,0
1005,SF,302,6.5,1.28,3,8.4,97.6,59.0,0
1006,SF,340,5.5,1.0,6,10.5,117.1,15.1,1
1007,RifleCoy,321,13.1,2.44,5,12.9,95.2,99.9,0
1008,RifleCoy,303,6.8,1.34,7,3.6,108.5,0.0,0
1009,SF,194,18.4,5.7,7,5.3,101.4,126.6,0
1010,RifleCoy,279,6.2,1.34,2,0.0,123.1,114.8,0
1011,AssamRifles,312,14.7,2.83,8,4.3,120.0,150.1,0
1012,SF,351,19.7,3.37,5,3.2,118.5,83.0,0
1013,SF,250,12.3,2.96,3,16.4,114.2,48.8,0
1014,SF,210,3.0,1.0,7,11.6,116.5,105.9,1
1015,AssamRifles,186,14.0,4.52,7,8.0,140.1,126.9,0
1016,RifleCoy,298,10.8,2.17,6,0.3,129.9,10.5,0
1017,RR,199,11.8,3.56,8,2.6,95.6,75.8,0
1018,RR,246,19.9,4.86,9,6.0,102.0,95.9,0
1019,AssamRifles,187,12.3,3.93,9,0.2,106.9,108.9,0
1020,AssamRifles,230,14.6,3.8,4,1.3,106.4,58.9,0
1021,RifleCoy,266,8.7,1.96,4,10.9,97.6,117.9,0
1022,RR,256,10.6,2.48,4,0.7,118.8,22.4,0
1023,SF,284,17.6,3.72,4,0.3,109.1,201.1,0
1024,AssamRifles,157,12.7,4.85,14,4.3,113.3,42.5,0
1025,RR,233,13.4,3.46,7,14.6,84.4,104.5,0
1026,SF,211,17.0,4.84,5,9.0,86.4,46.8,0
1027,SF,181,20.2,6.68,5,18.4,101.9,85.9,1
1028,RifleCoy,195,6.2,1.91,5,7.0,119.1,15.2,0
1029,AssamRifles,186,9.5,3.08,5,2.9,117.2,144.5,0
1030,SF,260,19.3,4.45,9,14.7,125.1,31.0,0
1031,AssamRifles,264,22.0,4.99,8,2.8,99.5,84.9,0
1032,RR,292,10.7,2.2,3,2.2,120.3,76.2,0
1033,RR,259,13.4,3.09,3,3.0,133.0,37.9,0
1034,AssamRifles,249,13.8,3.31,8,8.4,123.9,0.0,0
1035,SF,244,13.2,3.24,11,12.5,90.6,143.6,0
1036,SF,280,13.2,2.84,8,2.2,126.6,88.7,0
1037,RR,113,18.8,8.0,5,3.1,114.9,0.0,1
1038,SF,236,3.0,1.0,4,11.4,116.8,0.0,1
1039,SF,259,8.7,2.02,6,0.2,147.4,60.7,0
1040,RR,347,15.2,2.63,4,7.7,113.7,75.1,0
1041,RifleCoy,173,9.5,3.3,4,3.0,119.5,67.1,0
1042,RR,171,13.4,4.71,7,2.4,111.4,166.6,0
1043,AssamRifles,103,17.4,8.0,0,3.0,106.4,0.0,1
1044,RifleCoy,156,20.0,7.69,3,2.7,115.5,92.7,1
1045,AssamRifles,230,13.4,3.49,2,7.1,103.4,118.7,0
1046,RifleCoy,196,19.4,5.95,1,13.2,112.2,117.5,0
1047,RifleCoy,195,12.7,3.91,6,3.4,105.5,133.6,0
1048,RR,241,10.5,2.61,8,8.9,78.8,87.0,0
1049,RR,274,4.3,1.0,4,6.6,102.6,94.8,1
1050,AssamRifles,240,7.0,1.75,6,2.0,124.3,60.2,0
1051,RR,241,12.0,2.99,6,4.4,117.8,0.0,0
1052,RifleCoy,264,12.1,2.76,8,5.5,106.5,99.7,0
1053,RR,130,13.1,6.07,4,0.1,111.5,55.8,0
1054,AssamRifles,247,21.2,5.15,6,2.5,97.9,35.4,0
1055,RifleCoy,235,15.8,4.02,9,24.6,99.5,102.3,0
1056,AssamRifles,239,16.0,4.02,10,5.1,110.1,107.7,0
1057,SF,204,21.1,6.22,7,2.0,106.8,37.7,0
1058,RR,227,10.2,2.7,10,1.4,98.7,95.0,0
1059,RifleCoy,264,9.5,2.15,9,1.2,109.0,75.1,0
1060,AssamRifles,336,18.1,3.23,8,2.6,93.3,91.4,0
1061,RR,138,14.4,6.27,5,1.1,133.6,155.2,0
1062,RR,274,11.8,2.58,5,0.7,123.4,106.6,0
1063,AssamRifles,313,11.7,2.24,8,2.3,77.4,102.0,0
1064,RifleCoy,163,11.1,4.1,5,4.7,122.6,26.9,0
1065,AssamRifles,229,11.5,3.01,3,0.8,104.4,35.3,0
1066,RR,256,12.0,2.81,8,0.2,101.8,108.9,0
1067,AssamRifles,360,10.5,1.75,2,0.2,121.3,0.0,0
1068,SF,370,14.8,2.4,3,1.6,107.9,58.6,0
1069,RR,163,15.7,5.79,9,1.1,104.2,34.2,0
1070,RifleCoy,221,9.2,2.49,3,3.9,90.1,71.5,0
1071,SF,251,16.5,3.95,4,3.0,123.7,67.1,0
1072,AssamRifles,273,5.6,1.24,9,2.0,125.5,87.8,0
1073,RifleCoy,252,14.5,3.46,2,9.0,112.4,107.9,0
1074,SF,183,14.8,4.84,2,3.5,92.5,138.0,0
1075,AssamRifles,180,11.6,3.86,4,0.5,114.5,142.5,0
1076,SF,147,12.3,5.02,10,1.8,119.6,65.8,0
1077,RR,118,10.8,5.51,2,18.1,109.6,44.5,0
1078,RifleCoy,146,9.5,3.89,6,18.9,123.2,32.7,0
1079,SF,309,12.0,2.33,4,1.5,112.5,60.7,0
1080,RR,282,9.3,1.97,5,0.9,114.6,20.7,0
1081,AssamRifles,273,17.7,3.89,2,3.4,132.2,108.2,0
1082,RR,226,2.0,1.0,4,3.3,102.6,141.4,1
1083,AssamRifles,237,11.3,2.87,5,2.6,86.5,0.0,0
1084,RifleCoy,223,2.5,1.0,12,3.8,107.5,80.6,1
1085,RR,144,6.7,2.78,7,1.3,101.5,173.4,0
1086,RR,278,9.1,1.97,9,0.6,88.7,0.0,0
1087,AssamRifles,291,18.7,3.86,4,4.2,119.3,168.6,0
1088,SF,170,17.8,6.27,6,13.5,110.0,28.4,0
1089,AssamRifles,170,12.4,4.36,7,0.7,82.7,43.6,0
1090,SF,261,12.3,2.83,6,6.1,133.2,117.1,0
1091,AssamRifles,260,17.2,3.97,7,2.9,99.1,110.5,0
1092,RifleCoy,283,17.7,3.74,7,1.7,100.8,73.7,0
1093,SF,324,9.1,1.69,8,9.6,124.1,34.2,0
1094,RR,176,15.4,5.24,3,3.0,116.4,5.4,0
1095,SF,235,7.2,1.84,10,4.4,126.4,75.4,0
1096,AssamRifles,179,10.1,3.37,4,2.9,77.3,67.3,0
1097,AssamRifles,184,15.0,4.88,11,0.4,105.7,32.5,0
1098,SF,214,8.7,2.44,5,4.5,112.0,64.7,0
1099,RR,326,10.2,1.88,8,2.7,129.5,95.1,0
1100,RifleCoy,306,3.7,1.0,7,0.5,97.3,144.2,1
1101,RR,235,14.3,3.64,7,4.5,104.9,91.7,0
1102,SF,110,7.6,4.14,9,0.0,112.1,69.5,0
1103,AssamRifles,263,7.9,1.8,9,1.2,121.4,30.6,0
1104,RR,262,18.8,4.3,9,7.6,93.4,35.3,0
1105,AssamRifles,183,8.6,2.81,3,0.2,122.2,93.0,0
1106,AssamRifles,289,15.8,3.27,7,5.2,101.1,96.2,0
1107,RR,182,17.5,5.77,8,14.9,115.6,66.7,0
1108,SF,289,16.6,3.44,4,0.9,107.1,134.3,0
1109,RR,254,10.8,2.54,3,2.7,114.1,83.5,0
1110,RifleCoy,152,9.9,3.89,7,4.3,113.2,50.8,0
1111,AssamRifles,218,7.4,2.05,2,3.0,129.2,40.7,0
1112,AssamRifles,248,3.2,1.0,6,4.8,106.5,36.7,1
1113,SF,258,15.9,3.69,6,2.6,105.5,108.8,0
1114,AssamRifles,301,15.4,3.07,3,0.8,126.0,42.7,0
1115,AssamRifles,309,14.4,2.79,5,0.5,131.0,86.5,0
1116,AssamRifles,225,2.0,1.0,8,6.8,104.1,29.1,1
1117,RR,273,11.1,2.44,7,1.4,120.4,70.0,0
1118,AssamRifles,336,15.1,2.7,9,9.4,97.2,76.7,1
1119,RR,178,18.4,6.21,2,6.8,120.5,221.8,0
1120,SF,203,13.5,3.99,5,0.3,123.8,1.6,0
1121,RifleCoy,140,13.0,5.56,7,1.1,105.9,128.5,0
1122,AssamRifles,202,8.6,2.56,6,1.7,126.7,33.9,0
1123,RifleCoy,252,13.9,3.31,6,4.5,106.1,161.0,0
1124,RR,113,10.8,5.74,5,8.3,110.4,38.1,0
1125,SF,266,8.4,1.88,4,0.3,115.9,142.2,1
1126,SF,211,6.2,1.77,9,1.4,95.6,93.3,0
1127,RR,236,7.3,1.85,4,2.4,89.6,0.1,0
1128,RifleCoy,169,13.6,4.84,11,1.0,114.2,91.9,0
1129,AssamRifles,233,5.1,1.3,5,3.9,98.9,110.9,0
1130,RR,340,10.5,1.86,8,3.3,91.7,115.3,0
1131,RR,216,18.5,5.15,7,1.9,121.5,65.8,0
1132,RR,107,4.8,2.71,1,3.6,132.8,235.7,0
1133,RR,312,14.2,2.74,6,2.2,122.9,196.8,0
1134,RR,272,14.7,3.25,7,2.1,92.2,100.3,0
1135,SF,245,10.5,2.58,8,1.5,112.7,1.0,0
1136,RR,274,15.1,3.31,7,3.9,105.4,20.0,0
1137,SF,244,11.1,2.72,9,2.9,97.2,63.9,0
1138,RifleCoy,338,16.0,2.84,6,1.1,111.3,74.2,0
1139,AssamRifles,285,6.7,1.4,6,0.1,109.0,30.4,0
1140,SF,212,21.4,6.07,7,0.8,106.5,47.4,0
1141,AssamRifles,329,19.2,3.5,4,0.2,124.8,0.0,0
1142,AssamRifles,349,2.0,1.0,4,2.8,129.5,0.0,1
1143,AssamRifles,294,17.9,3.65,3,1.3,105.2,80.8,0
1144,SF,264,9.1,2.07,8,2.7,107.3,175.5,0
1145,SF,188,19.2,6.12,6,2.0,106.3,0.0,0
1146,SF,281,17.0,3.64,7,3.9,117.7,67.2,0
1147,RifleCoy,263,6.6,1.5,8,6.4,115.0,78.9,0
1148,SF,238,14.9,3.75,4,3.3,99.4,102.4,0
1149,RifleCoy,281,8.5,1.81,3,0.3,108.1,49.4,0
1150,SF,245,14.7,3.6,7,0.1,87.5,14.0,0
1151,SF,272,12.2,2.7,4,1.2,86.4,118.7,0
1152,AssamRifles,302,8.4,1.66,9,2.8,92.3,0.0,0
1153,RR,160,5.3,1.99,5,0.2,106.2,102.9,0
1154,AssamRifles,178,13.2,4.43,4,2.0,119.2,31.8,0
1155,SF,185,14.3,4.64,3,10.9,98.3,94.6,1
1156,RR,356,11.2,1.89,5,0.5,108.1,149.6,0
1157,RR,278,8.1,1.75,10,14.8,113.3,38.8,0
1158,RifleCoy,283,9.6,2.03,0,9.7,133.0,57.9,0
1159,RR,307,6.5,1.27,4,8.9,110.8,54.8,0
1160,RifleCoy,177,15.7,5.32,9,10.0,111.5,216.7,0
1161,AssamRifles,117,2.0,1.03,7,0.4,100.9,72.3,1
1162,RifleCoy,236,16.8,4.26,3,0.8,137.6,69.6,0
1163,SF,293,11.6,2.38,6,0.7,121.5,74.8,0
1164,RR,228,14.6,3.84,5,0.6,93.3,161.2,0
1165,SF,157,15.1,5.77,4,2.0,132.5,41.7,0
1166,RR,185,12.6,4.08,6,8.9,120.8,127.6,0
1167,RR,169,10.0,3.57,6,1.5,113.5,34.5,0
1168,AssamRifles,203,17.5,5.18,7,1.4,119.9,30.3,0
1169,RifleCoy,170,3.4,1.21,6,5.6,127.0,102.2,0
1170,AssamRifles,248,18.5,4.48,3,0.5,98.7,152.9,0
1171,RifleCoy,207,6.4,1.85,9,2.2,104.2,57.0,0
1172,AssamRifles,278,10.4,2.24,6,1.8,109.4,56.6,0
1173,AssamRifles,181,19.2,6.35,4,9.4,91.4,118.1,0
1174,RR,255,23.1,5.45,8,3.6,120.9,79.4,0
1175,AssamRifles,237,12.9,3.27,3,5.2,105.9,120.8,0
1176,AssamRifles,263,5.2,1.19,9,0.7,104.2,0.0,1
1177,RifleCoy,272,16.3,3.59,6,13.2,100.4,17.6,0
1178,AssamRifles,278,11.8,2.55,4,1.9,109.5,76.3,0
1179,RR,289,6.7,1.39,10,6.1,112.3,107.1,0
1180,AssamRifles,272,13.1,2.89,10,15.5,124.9,72.2,1
1181,SF,257,5.5,1.27,4,3.6,125.4,84.8,0
1182,SF,199,13.0,3.91,4,3.5,93.0,116.4,0
1183,RifleCoy,291,7.4,1.53,10,0.6,116.9,5.2,0
1184,RifleCoy,198,2.2,1.0,11,2.5,128.4,116.4,1
1185,SF,222,3.7,1.0,7,9.6,106.7,143.0,1
1186,AssamRifles,188,9.0,2.86,10,0.7,107.5,59.4,0
1187,AssamRifles,187,14.5,4.66,8,12.5,104.0,28.3,0
1188,RifleCoy,220,18.3,4.98,5,5.5,118.1,133.3,0
1189,RR,226,19.1,5.08,4,2.7,114.3,183.2,0
1190,AssamRifles,191,4.4,1.39,6,4.0,124.7,88.9,0
1191,SF,241,10.9,2.71,2,0.8,108.3,27.0,0
1192,RR,249,8.9,2.16,4,1.2,128.9,79.6,0
1193,RR,207,11.5,3.32,3,1.7,119.0,30.0,0
1194,AssamRifles,377,19.1,3.03,3,2.4,127.6,123.0,0
1195,RR,259,12.8,2.97,1,12.4,101.1,77.0,0
1196,RifleCoy,247,16.3,3.97,11,2.3,133.5,24.3,0
1197,RR,199,23.1,6.95,6,3.7,101.7,92.0,1
1198,RifleCoy,248,4.2,1.01,5,0.9,102.4,40.7,1
1199,AssamRifles,254,9.6,2.27,5,6.7,104.1,1.1,0
1200,RR,239,14.9,3.73,3,4.1,102.5,125.6,0
